,gene
9365,INTS4
9366,PTBP1
9367,NACC1
9368,PPIL3
9369,VPS26B
9370,SPATA9
9371,IGSF8
9372,CCNB1
9373,ADAMTSL1
9374,TIFA
9375,THSD1
9376,NCEH1
9377,ATP8B2
9378,FERMT1
9379,UNC45A
9380,MESP1
9381,USP53
9382,SPOUT1
9383,VRK3
9384,SMPD3
9385,PHF20
9386,BATF3
9387,PXMP2
9388,HGH1
9389,ZNF395
9390,CYTL1
9391,SLC35E3
9392,GPRC5D
9393,RGL4
9394,LPCAT4
9395,LINC01366
9396,CRYBG3
9397,MUC15
9398,SLC15A4
9399,SNORA3B
9400,LYRM9
9401,SCG5
9402,NTRK1
9403,PPFIA3
9404,MGST3
9405,LIPE
9406,STK11IP
9407,RALGAPA2
9408,COQ9
9409,COL8A1
9410,AGTRAP
9411,PITHD1
9412,RPS18
9413,HCN3-1
9414,HNRNPUL2
9415,CCDC124
9416,ATAT1-6
9417,NDFIP2
9418,KIAA0556
9419,LOC646736
9420,FAM111A
9421,EGLN3
9422,MYO19
9423,NSUN3
9424,TEDC2
9425,ATF7IP2
9426,FIZ1
9427,ALG10
9428,UTP4-1
9429,HECTD4
9430,PTAR1
9431,DGAT2
9432,DAB2IP
9433,DPY30
9434,EBPL
9435,CDKN2D
9436,S100A16
9437,CPA5
9438,CDKN2C
9439,SLC36A1
9440,ELK3
9441,GNPTG
9442,BOK
9443,ARHGAP9
9444,TSR2
9445,ZNF354B
9446,DOT1L
9447,EXOSC6
9448,RPUSD1
9449,FAM207A
9450,YBEY
9451,LINC00471
9452,IFT20
9453,JMJD7
9454,ZNF347
9455,NLGN2
9456,WDR11
9457,EGF
9458,ATXN2
9459,PCNP
9460,LRRIQ1
9461,PTPRE
9462,CDC14B
9463,CASP4
9464,ASB14
9465,DCBLD2
9466,MSL3P1
9467,SLC29A3
9468,PPP1R3B
9469,EMC6
9470,RAB33B
9471,DOHH
9472,GLT8D2
9473,NCKAP1
9474,TICAM1
9475,STEAP3
9476,MICOS13
9477,RNF126
9478,DENR
9479,BLZF1
9480,FKTN
9481,CCNF
9482,SNAPC4
9483,CENPA
9484,CDK2
9485,CDH11
9486,FGF2
9487,FBP2
9488,CCN2
9489,CDO1
9490,CDC42
9491,PLAGL2
9492,SEPTIN7
9493,CDK1
9494,CDA
9495,CD34
9496,PIK3C2A
9497,CPS1
9498,CD1D
9499,MLLT3
9500,COPS2
9501,ZNF235
9502,COPG2
9503,MAT2A
9504,MANF
9505,DTNBP1
9506,RSPO4
9507,ATF5
9508,BMP2K
9509,PINX1
9510,LOC100507547
9511,STK35
9512,LOC388780
9513,SUGT1
9514,TMEM30A
9515,LRRC8D
9516,TRMT12
9517,TIMP3
9518,RCBTB2
9519,CD9
9520,MIR1292
9521,SNORD57
9522,CDC42EP3
9523,SURF2
9524,RXRB-1
9525,WDR19
9526,NINL
9527,SMOC1
9528,FN3K
9529,MCCC2
9530,LHPP
9531,WDR26
9532,SMARCC1
9533,RBBP8
9534,PVT1
9535,ERO1A
9536,LOC100506603
9537,FBXL4
9538,EMC3-AS1
9539,INTS6-AS1
9540,TRIM13
9541,LOC100128494
9542,CXXC1
9543,TBCCD1
9544,ARFGEF2
9545,CD160
9546,FAM27E3
9547,CCNYL2
9548,NPTN-IT1
9549,CCDC144NL-AS1
9550,RPL22L1
9551,ZNF594
9552,WDR76
9553,UHMK1
9554,MEX3A
9555,HRH1
9556,TET3
9557,PDCD6
9558,ARFRP1
9559,FCMR
9560,KBTBD6
9561,TIPRL
9562,LRWD1
9563,TTC23L
9564,ANKAR
9565,SMIM26
9566,ANXA8L1
9567,MYDGF
9568,ZNF727
9569,NEFL
9570,SERGEF
9571,LINC01204
9572,DENND3
9573,STYK1
9574,LOC100506860
9575,LINC01279
9576,CTB-113P19.1
9577,LOC101929125
9578,LINC01205
9579,PSORS1C2
9580,FAXDC2
9581,COPZ1
9582,SUGP1
9583,EPC1
9584,ALDH1L2
9585,GNAS-AS1
9586,ERICH1
9587,COL22A1
9588,FKBP9
9589,RPL13AP5
9590,JMJD1C
9591,NUP155
9592,ATPAF2
9593,RNVU1-6
9594,FLG-AS1
9595,CCDC84
9596,REEP2
9597,RNF141
9598,ARSG
9599,UFC1
9600,MMP24OS
9601,AHCY
9602,PRKD1
9603,PKN1
9604,LAPTM5
9605,UGP2
9606,RPS14
9607,RHEB
9608,REST
9609,RPL10A
9610,NPM3
9611,MMP16
9612,MRC2
9613,KCNMB4
9614,SLC25A15
9615,PDSS1
9616,SRGAP2
9617,CELSR1
9618,ADAMTS2
9619,EIF2B2
9620,DDX58
9621,LOC101927843
9622,PELP1
9623,ATP6V1C1
9624,CIAPIN1
9625,CCDC47
9626,NCDN
9627,DNAJC8
9628,RP2
9629,RNF5-1
9630,C11orf58
9631,HCST
9632,WWP1
9633,RIT1
9634,RASGRF2
9635,GBP1P1
9636,FLRT2
9637,SH3BP5
9638,SPAG7
9639,APBA3
9640,CIR1
9641,TMEM59
9642,GGH
9643,GMPS
9644,TBPL1
9645,SDHAF2
9646,LPAR5
9647,PTGFRN
9648,DOLPP1
9649,OSGEP
9650,PHTF2
9651,UBE2K
9652,NDUFA8
9653,PLEKHA2
9654,C17orf75
9655,HNRNPA0
9656,NELFA
9657,VDAC3
9658,UFD1
9659,ANKRD23
9660,DIPK1A
9661,SLITRK4
9662,PROX1
9663,NDUFA12
9664,NSD3
9665,EPPK1
9666,CMSS1
9667,PI4K2B
9668,SAYSD1
9669,BRIX1
9670,RLIM
9671,NUB1
9672,TRPV2
9673,PAPSS1
9674,SNORD12C
9675,CSTF1
9676,HERPUD2
9677,OCLM
9678,STOX2
9679,FAM20C-1
9680,LSM14A-1
9681,BCKDHB
9682,MIR6892
9683,LOC100147773
9684,OTUD1
9685,LOC100130950
9686,C12orf73
9687,GLTP
9688,GTSE1
9689,CDADC1
9690,GPR89A
9691,LOC442028
9692,HERC2P3
9693,KIF7
9694,BBS9
9695,RPS25
9696,ABCB1
9697,SLC17A5
9698,MYCBP
9699,LGALS8
9700,MMD
9701,DNAJB9
9702,PTMA
9703,PTHLH
9704,PRPF4B
9705,PSMB5
9706,PSMB4
9707,SLC35D2
9708,ST6GALNAC6
9709,MAP2K1
9710,PLAT
9711,CEP19
9712,UPK1A
9713,KCND1
9714,LAGE3
9715,CDC42SE2
9716,MRPL1
9717,ADPRM
9718,TIGD7
9719,RNF157
9720,ESCO1
9721,PLEKHG4B
9722,GPRIN1
9723,MBD6
9724,LOC100132057
9725,POT1
9726,CD3EAP
9727,ZNF221
9728,PSD3
9729,NUDT6
9730,RNF135
9731,AP3M2
9732,COPS8
9733,AP4B1
9734,AKIRIN1
9735,SPCS2
9736,HCFC1R1
9737,NMB
9738,TMLHE
9739,NF1
9740,PTPN9
9741,COX6A1
9742,PTPN4
9743,SRSF3
9744,QSOX1
9745,PABPC4L
9746,RNA28S5
9747,NUDT1
9748,RNA45S5
9749,PRDX2
9750,SP140
9751,COPS7B
9752,SNRNP40
9753,PABPN1
9754,CC2D1A
9755,OGDH
9756,TMCC2
9757,MINDY1
9758,MYBBP1A
9759,RNF139-AS1
9760,LOC101927391
9761,SLC10A7
9762,ETFA
9763,GLI1
9764,TRIP13
9765,COX11
9766,SPEG
9767,RBFA
9768,HSF4
9769,THBS2
9770,TVP23C-1
9771,TMEM265
9772,DPYSL4
9773,SLU7
9774,RABAC1
9775,AKAP3
9776,PRR14L
9777,ZNF445
9778,CFAP126
9779,TRIM65
9780,KLHDC8B
9781,FUT11
9782,MAGEB17
9783,TENM2
9784,NBN
9785,MAST3
9786,PRAF2
9787,EMC2
9788,UBE3C
9789,POLG2
9790,SEC63
9791,FUT4
9792,ETV6
9793,PTPRM
9794,STK38L
9795,PAN2
9796,RAB11FIP3
9797,ABCC3
9798,SLC31A2
9799,GPR137C
9800,ARHGAP5
9801,TKT
9802,LINC00702
9803,LOC101927124
9804,LRFN1
9805,ZNF615
9806,PDZD7
9807,PNPLA4
9808,EMC10
9809,PRDM15
9810,CDC6
9811,CDC5L
9812,CD70
9813,CD68
9814,GRN
9815,ENTPD5
9816,ITPKA
9817,CCNA2
9818,IRF2
9819,CAMK2D
9820,ALDH8A1
9821,ASGR1
9822,DBNDD2
9823,HSD17B4
9824,NECAB1
9825,HKDC1
9826,TMEM134
9827,NR3C2
9828,GUSBP2
9829,DZANK1
9830,MCM8-AS1
9831,LOC100996437
9832,MAML1
9833,TBKBP1
9834,LOC101926940
9835,MIR6826
9836,CCN1
9837,GON7
9838,MAP3K21
9839,LINC01429
9840,LOC101926935
9841,SAMMSON
9842,LOC731157
9843,TMEM161B-AS1
9844,ADNP-AS1
9845,LINC01087
9846,LINC01152
9847,LOC100505942
9848,TOPBP1
9849,GUSBP5
9850,CECR7
9851,MACROD2
9852,NSMCE3
9853,CDCA5
9854,MED30
9855,CRISPLD2
9856,NRIP2
9857,CSMD2
9858,CUTALP
9859,CTNNB1
9860,DDX39B-6
9861,DGCR11
9862,LINC01311
9863,NCLN
9864,PLCXD2
9865,MEIS3
9866,EAF2
9867,EXOSC5
9868,EMC7
9869,STRIP2
9870,CIT
9871,NDC80
9872,PHF5A
9873,HDGFRP2
9874,KIF1B
9875,TUBG2
9876,EFR3B
9877,HOXC6
9878,MYCBP2
9879,MKRN3
9880,LINC00896
9881,PRKCI
9882,A4GALT
9883,MMP15
9884,ZNF197
9885,ACTG1P20
9886,TMEM223
9887,CYP51A1
9888,PI4KAP2
9889,DARS
9890,B3GALT2
9891,MRPL40
9892,S1PR4
9893,PFDN4
9894,SRSF9
9895,PSAP
9896,PER1
9897,SERPINF1
9898,FABP3
9899,TRIM52-AS1
9900,APOL1
9901,STS
9902,ABCA4
9903,PNP
9904,EEF1A2
9905,PTEN
9906,RNLS
9907,LILRB3-1
9908,PPM1N
9909,ABTB1
9910,MAP2K7
9911,SFI1
9912,PPP1CB
9913,CTXN1
9914,PXMP4
9915,EML5
9916,ADCY5
9917,BTBD8
9918,ROCK1
9919,SMOX
9920,GCN1
9921,SLC35A1
9922,DNAJC12
9923,ANKRD28
9924,DCHS2
9925,KIF23
9926,GRHL3
9927,OXSR1
9928,CDK5
9929,NUCB2
9930,PRMT3
9931,TXNDC9
9932,PPP1R3C
9933,LHFPL2
9934,LHFPL6
9935,PIK3CD-AS2
9936,TOP3A
9937,ZNF256
9938,LPCAT3
9939,USP11
9940,GATD3A-1
9941,NDUFS2
9942,COG4
9943,STRADB
9944,USP20
9945,ZBED3-AS1
9946,NUTM2A-AS1
9947,CASC8
9948,LOC730101
9949,SNAI3-AS1
9950,PLEKHM1P1
9951,LOC441666
9952,FAM86B3P
9953,FAM225A
9954,FBLL1
9955,LOC284023
9956,SPACA6
9957,ZEB1-AS1
9958,FLJ37453
9959,SEPTIN7P2
9960,FAM86FP
9961,FAM86EP
9962,FAM86JP
9963,PWWP3A
9964,FAM86DP
9965,KBTBD4
9966,MPC2
9967,APOO
9968,CYTOR
9969,MYBL1
9970,ARF1
9971,AREG
9972,FES
9973,SHROOM2
9974,PLPP2
9975,NUDT14
9976,TFEC
9977,RRBP1
9978,FCHSD2
9979,GLUD2
9980,MYLIP
9981,PUDP
9982,CCT5
9983,GPR176
9984,PCDHA12
9985,ETAA1
9986,TTC3
9987,TTC1
9988,LOC102723769
9989,ZNF853
9990,ANKS1A
9991,PPP2R3C
9992,STK32B
9993,MIER2
9994,CNOT11
9995,TYW1B
9996,RPL32
9997,ACACB
9998,CBY1
9999,MOB1B
10000,SFXN5
10001,SNORD83B
10002,SNORD83A
10003,RNU86
10004,EMX2OS
10005,TSKU
10006,CD320
10007,SULT1A2
10008,TMEM8B
10009,RPGRIP1L
10010,TUT4
10011,TRIM44
10012,UBE2Q1
10013,CHRNA9
10014,GRAMD1C
10015,B4GALT1-AS1
10016,LINC01176
10017,TNKS2-AS1
10018,INTS11
10019,GBA-1
10020,SGSH
10021,MMP14
10022,SLC27A4
10023,RND3
10024,RALGDS
10025,ANKRD44
10026,TTL
10027,RNU12
10028,ARF6
10029,ARF3
10030,OAZ2
10031,PHIP
10032,KDM4D
10033,RPRD2
10034,PREX1
10035,N4BP2
10036,RIC8B
10037,FNIP2
10038,BBS7
10039,ASF1B
10040,ATP10A
10041,LSM10
10042,SLC41A1
10043,ZFP28
10044,CRAMP1
10045,LOC101926943
10046,LOC101928731
10047,LOC101927550
10048,LOC101927497
10049,LOC101927021
10050,LOC101927045
10051,LOC101927081
10052,GTSE1-DT
10053,PLEKHA4
10054,EI24
10055,TMPO
10056,ZNF646
10057,SH3KBP1
10058,GNL3
10059,USP51
10060,OSGIN1
10061,IRF2BP2
10062,ZDHHC3
10063,TRABD2A
10064,PFDN1
10065,CANX
10066,CAMK4
10067,RPL23AP82
10068,PAICS
10069,SDK2
10070,MYL6B
10071,CPNE2
10072,ZFYVE27
10073,GTF2E1
10074,ZNF587B
10075,BLMH
10076,MED19
10077,TCOF1
10078,ITGB3
10079,DYNC1I2
10080,LOC100130357
10081,LSAMP
10082,PSENEN
10083,HERC6
10084,RNASEH2C
10085,MIR1973
10086,LOC100505658
10087,MSH5-SAPCD1
10088,ITGB2-AS1
10089,NPPA-AS1
10090,ZNF625-ZNF20
10091,LOC100505716
10092,RASA3
10093,RALY
10094,STK4
10095,CIDECP1
10096,MARK4
10097,IMPDH2
10098,MYOM1
10099,TSHZ3
10100,RELCH
10101,MAGEH1
10102,RGCC
10103,SNRPE
10104,ADGRF4
10105,ADGRF3
10106,FIBCD1
10107,LHFPL3-AS2
10108,ATP2C2
10109,ARHGAP19
10110,LOC101928036
10111,MYO7B
10112,HS2ST1
10113,C1orf174
10114,HOXC13
10115,MAP10
10116,SIX4
10117,RBM27
10118,ERMAP
10119,GSDMB
10120,TACO1
10121,CPA4
10122,LRRC59
10123,MAD2L2
10124,GRM8
10125,CBX5
10126,BRI3BP
10127,TSNARE1
10128,ZNF662
10129,SLC38A2
10130,SEPSECS
10131,SGTB
10132,GPR27
10133,WDR5B
10134,F11R
10135,NECAB2
10136,KCTD21-AS1
10137,GCC1
10138,KIAA1614
10139,CCDC149
10140,DCAF4
10141,FBXL2
10142,UBAP1L
10143,IFT46
10144,PRPS1
10145,BTBD19
10146,SLC39A1
10147,ZNF165
10148,MN1
10149,ZNF141
10150,ZNF136
10151,MMP10
10152,ZNF37A
10153,ZNF35
10154,PEX13
10155,PEX10
10156,YWHAH
10157,PDGFRB
10158,SMG5
10159,SGK494
10160,SNORA6
10161,SNORA62
10162,LHX4
10163,VPS13A
10164,DPCD
10165,CLDND1
10166,GRAMD1A
10167,CNTLN
10168,ACKR3
10169,SLC17A7
10170,BRWD3
10171,ZNF146
10172,TEDC1
10173,DYNLL1
10174,NUMB
10175,NCOA1
10176,AMH
10177,EIF1AX
10178,EIF3K
10179,HMGA2
10180,CUL5
10181,CTBS
10182,SEC62
10183,TIMP1
10184,SYNE1
10185,VPS25
10186,ZNF397
10187,DDI2
10188,UQCC2
10189,GINS4
10190,UTP23
10191,NTPCR
10192,NICN1
10193,CS
10194,SQLE
10195,SPR
10196,SP4
10197,COX8A
10198,SDC2
10199,PLK3
10200,BTAF1
10201,TRABD2B
10202,TMEM184B
10203,PBX1
10204,FDX1
10205,RPL15
10206,SMARCB1
10207,CDKL5
10208,ROS1
10209,EMX1
10210,EIF4EBP2
10211,SIM2
10212,LARP4B
10213,PHF3
10214,GPD1L
10215,SLC35D1
10216,LOC101927237
10217,TIMM23B
10218,LOC100506476
10219,NRSN2-AS1
10220,ZNF75D
10221,OTUD4
10222,ZNF836
10223,RASSF7
10224,DAGLB
10225,ALKBH1
10226,TXNL1
10227,KATNB1
10228,SNAP29
10229,VAMP3
10230,MED1
10231,MZT2A
10232,PPM1F
10233,STRAP
10234,ERG28
10235,S100A6
10236,MEA1
10237,CCAR2
10238,GATAD1
10239,CROT
10240,RBM5-AS1
10241,RPS6KA1
10242,RPS2
10243,MRPL12
10244,FAIM
10245,MBNL1
10246,DHX57
10247,LIN7B
10248,C1GALT1
10249,ZNF192P1
10250,TRAM2-AS1
10251,GSN-AS1
10252,TMEM75
10253,MOGS
10254,GSK3B
10255,EFNB3
10256,RRP9
10257,FAM53C
10258,TARBP1
10259,EIF3M
10260,NOP2
10261,TERF2
10262,UBE2D1
10263,KIF3C
10264,CHRM4
10265,NPAS2
10266,RPL10-1
10267,NME3
10268,GPNMB
10269,NECTIN2
10270,NDST2
10271,CNTNAP1
10272,NDUFS8
10273,NDUFS4
10274,PKP4
10275,SMIM4
10276,KIAA1549
10277,LRRC69
10278,GTF2H5
10279,RNF216
10280,ASTN1
10281,FIBP
10282,SPAG17
10283,PGM1
10284,MDH2
10285,ZNF318
10286,NCS1
10287,TTC26
10288,MRPL34
10289,MOSPD3
10290,CHID1
10291,DDX50
10292,DBNDD1
10293,METRN
10294,CUEDC2
10295,RASL11B
10296,TRIR
10297,OSBPL10
10298,TMEM179
10299,TRIM56
10300,LRRN1
10301,RASSF8-AS1
10302,LYPLAL1-AS1
10303,MAGI1-AS1
10304,DNAJB14
10305,ASTN2-AS1
10306,LOC102606465
10307,LOC100506985
10308,LOC100287098
10309,LINC01436
10310,LOC101927780
10311,LINC01186
10312,CDK7
10313,TTK
10314,SCARB2
10315,PSORS1C1
10316,LOC101927592
10317,CENPI
10318,REPIN1
10319,ECHDC3
10320,CA5B
10321,DHX34
10322,DOCK10
10323,KIAA0100
10324,PUM1
10325,ARL14
10326,FAM192A
10327,MTBP
10328,OAS3
10329,C10orf88
10330,FLJ36000
10331,PHLDB3
10332,FAM120AOS
10333,SIRT3
10334,ANP32E
10335,PLA2G7
10336,ZNF530
10337,NONO
10338,RNU6-26P
10339,MCM6
10340,RAB11FIP4
10341,MAP1B
10342,SOS2
10343,PTPN21
10344,ZNF682
10345,CDH15
10346,ZBTB11-AS1
10347,MTAP
10348,AP1G1
10349,RRS1
10350,DNAJC27-AS1
10351,FLJ43315
10352,RGS2
10353,NKX2-2
10354,NID1
10355,DCAKD
10356,DSTNP2
10357,SLC9A7P1
10358,PIAS4
10359,DMAC2L
10360,ATP5MG
10361,SGSM3
10362,SAMHD1
10363,WWTR1
10364,ATL3
10365,NELFB
10366,FBXO16
10367,ANO3
10368,TRIM47
10369,FCHSD1
10370,SLC36A4
10371,LOC101928445
10372,UGDH-AS1
10373,ATPSCKMT
10374,SPAG16
10375,DIRC3
10376,INE1
10377,CYLD
10378,LNPK
10379,SLC25A24
10380,ARL6IP6
10381,SH3BP1
10382,KRBA1
10383,DUSP16
10384,EAF1
10385,N4BP3
10386,KNTC1
10387,SLC4A2
10388,LOC148709
10389,SLC12A9
10390,ZNF606
10391,NUP210
10392,GAN
10393,FKBP10
10394,FBXW4
10395,TIA1
10396,MIIP
10397,KLHL18
10398,FANCE
10399,TIPARP-AS1
10400,CLDN15
10401,LOC100129550
10402,EAPP
10403,MTM1
10404,RNF220
10405,SLC6A16
10406,SNX24
10407,SLC27A6
10408,ENTPD7
10409,ZMIZ1
10410,PXDN
10411,SACM1L
10412,DEXI
10413,TUT7
10414,NCAM2
10415,NAP1L3
10416,NIT1
10417,PRKRIP1
10418,C8orf76
10419,ZNF534
10420,BEND3
10421,BBS2
10422,RASSF4
10423,PLA2G4A
10424,DLGAP3
10425,MDGA1
10426,SAMD12-AS1
10427,UROD
10428,PODXL2
10429,VIPR2
10430,ELP1
10431,VEGFB
10432,MRPL28
10433,TM9SF3
10434,HACL1
10435,HBP1
10436,ZNF212
10437,XRN2
10438,SLC27A5
10439,C1orf109
10440,ERN1
10441,TLE5
10442,ELF4
10443,TIAL1
10444,FAM86HP
10445,PDE9A
10446,BMP6
10447,CFB
10448,JAG1
10449,PCDHGC3
10450,PBX2
10451,MAPK6
10452,PALM
10453,AXL
10454,PAFAH1B3
10455,AUH
10456,TAP2-6
10457,LOC100506083
10458,MIR4458HG
10459,ZNF711
10460,ZNF335
10461,ASCC3
10462,JUP
10463,GUF1
10464,LOC100505715
10465,ARMC1
10466,PEX7
10467,PEX6
10468,ARL6IP5
10469,LANCL1
10470,RTF1
10471,EFR3A
10472,AHCYL2
10473,PIGO
10474,GORASP2
10475,EME1
10476,IL1B
10477,SOD1
10478,DPH1
10479,DOK1
10480,SMIM25
10481,CCDC169
10482,GABRA2
10483,RAD21
10484,PPP2R5B
10485,MFGE8
10486,ORMDL1
10487,LOC100289361
10488,CFAP97
10489,TXNDC16
10490,RARS2
10491,TMEM267
10492,GZF1
10493,ARAP3
10494,GALNT17
10495,TBC1D13
10496,VPS18
10497,RCBTB1
10498,MAPK13
10499,SPAG5-AS1
10500,SPATS2
10501,FBXO48
10502,SIAH1
10503,LOC286437
10504,LOC100507424
10505,LOC100131289
10506,LOC100506321
10507,ZNF790-AS1
10508,SLC41A3
10509,FNBP1L
10510,TRAM2
10511,CGRRF1
10512,CCT2
10513,AK4
10514,ZNF346
10515,PA2G4P4
10516,PIGB
10517,ONECUT2
10518,FGF18
10519,DPM1
10520,SCFD2
10521,FGD5
10522,EIF5A2
10523,CACYBP
10524,LOC100379224
10525,CTBP1-DT
10526,TMEM70
10527,PEF1
10528,NSUN5P2
10529,NSUN5P1
10530,LURAP1
10531,TPRG1L
10532,HTT
10533,CENPN
10534,GLA
10535,TRIM38
10536,PEX3
10537,CCDC62
10538,C16orf74
10539,C5orf46
10540,PGAP3
10541,NRAS
10542,CHST11
10543,UACA
10544,AGPAT5
10545,MCTP2
10546,LY6G5B
10547,MDP1
10548,TOPORS
10549,FXR1
10550,THOC3
10551,SLC16A14
10552,KANSL1L
10553,TTC30B
10554,COMMD1
10555,LCA5L
10556,CNIH3
10557,LIF
10558,MYC
10559,LCP1
10560,LAMC1
10561,LAMB2
10562,TPP2
10563,LDHC
10564,LAMB1
10565,TPD52L1
10566,AIP
10567,DIS3L
10568,SNHG8
10569,LOC642236
10570,CHST6
10571,LBHD1
10572,ZNF669
10573,TLCD3A
10574,ADCY1
10575,ZDHHC11
10576,ZBTB3
10577,ITPK1-AS1-1
10578,MS4A13
10579,GXYLT1
10580,FBXL5
10581,CENPS
10582,FLJ42393
10583,QRSL1
10584,ADI1
10585,FAM72C
10586,AK1
10587,NQO2
10588,RPLP2
10589,CPE
10590,LINC00862
10591,GTF3C2-AS1
10592,TRAFD1
10593,C12orf65
10594,SDHAP1
10595,GRK5
10596,MTX2
10597,PITPNB
10598,WASF3
10599,DELE1
10600,NCBP2AS2
10601,TOR1B
10602,ZNF770
10603,PTOV1
10604,WBP11P1
10605,MYH8
10606,STX7
10607,EEA1
10608,MYH3
10609,LOC100128531
10610,SH3PXD2A-AS1
10611,MIPEPP3
10612,LOC100287015
10613,S100A3
10614,ANXA7
10615,PTS
10616,BDKRB1
10617,ERCC2
10618,S100A10
10619,SLN
10620,FAM20B
10621,EFCAB14
10622,KIFC2
10623,HLA-C-3
10624,TBC1D23
10625,ZNF876P
10626,ABCA11P
10627,ZNF721
10628,IDH1-AS1
10629,CDK4
10630,FUCA1
10631,POLR3C
10632,PLPP3
10633,SNORA18
10634,LRP12
10635,OTUD3
10636,MINAR1
10637,GSAP
10638,PGPEP1
10639,UHRF1BP1
10640,NAT14
10641,AVEN
10642,UTP3
10643,CWC25
10644,ST7L
10645,WDR70
10646,TTC38
10647,COG2
10648,PHLDA1
10649,VPS4A
10650,KIF27
10651,FHOD1
10652,UNC13B
10653,OGA
10654,TIMELESS
10655,FEN1
10656,PHGDH
10657,ARHGAP29
10658,ABCG1
10659,KIF3B
10660,HS6ST1
10661,PDPN
10662,TBCD-1
10663,PNMA1
10664,PTCD3
10665,VAC14
10666,ZBTB34
10667,PCMTD2
10668,FBRS
10669,C4orf19
10670,ZNF518B
10671,LINC01096
10672,RAD51AP1
10673,NNMT
10674,NIPSNAP2
10675,ACTA2
10676,ACADSB
10677,ACADL
10678,MYL5
10679,MAF1
10680,TRAF7
10681,PALB2
10682,CHTF18
10683,TMSB15A
10684,ALG1
10685,ABHD13
10686,SEPSECS-AS1
10687,CD163L1
10688,MFAP1
10689,NOD1
10690,SNAI1
10691,SIX1
10692,CITED2
10693,ADGRL3
10694,RAB39A
10695,TRIM2
10696,PRUNE2
10697,TMED9
10698,DNMBP
10699,TMEM161A
10700,KAZN
10701,FBXO17
10702,NAIF1
10703,PRDM5
10704,CCDC15
10705,NUDT4
10706,DNAJC22
10707,NAT8L
10708,SVIL
10709,SLC35E1
10710,AVPI1
10711,NR1D1
10712,ADM2
10713,MPP4
10714,SNRNP25
10715,ARSJ
10716,HDHD2
10717,POLH
10718,DANCR
10719,SNORA26
10720,JAKMIP3
10721,SGCE
10722,ZBTB4
10723,L3MBTL2
10724,GRWD1
10725,GNPTAB
10726,ATG10
10727,LINC00346
10728,WLS
10729,IGFBP7-AS1
10730,STRN4
10731,LDLRAP1
10732,RAB3IL1
10733,LMTK2
10734,UBA6-AS1
10735,LRATD1
10736,DNAJB7
10737,DIRAS1
10738,WDR63
10739,UBA1
10740,LURAP1L
10741,MTRF1
10742,SSRP1
10743,SSR2
10744,RIN1
10745,FAM131B
10746,CCDC103
10747,RHBDL1
10748,NR2C2
10749,FMNL2
10750,PLEKHH1
10751,ETV1
10752,REEP6
10753,DHRS1
10754,ZSWIM1
10755,CCDC167
10756,COLQ
10757,GAB2
10758,GLI4
10759,FOXP4
10760,PIGU
10761,LINC01088
10762,TMEM147
10763,AKR1C3
10764,PHKB
10765,PRKD3
10766,RPA3
10767,VBP1
10768,ADAM17
10769,SERTAD2
10770,STK17B
10771,TRIP11
10772,TMOD1
10773,SRPX2
10774,FST
10775,PPIP5K2
10776,ZNF224
10777,MOCOS
10778,OPTN
10779,PEX12
10780,SGCB
10781,RPL24
10782,RPL23A
10783,LAMB3
10784,PDE5A
10785,FBXO34
10786,NBPF1
10787,ZNF451
10788,ATG2B
10789,SLC38A7
10790,GNG4
10791,C15orf61
10792,PSMB7
10793,SLC7A5
10794,PSMC6
10795,FYN
10796,PSMC1
10797,CRADD
10798,RIPK1
10799,TCEAL1
10800,KHNYN
10801,B4GALT6
10802,NREP
10803,MBTPS1
10804,TMEM63C
10805,NOC3L
10806,EPB41L4B
10807,SPATA7
10808,SEMA6C
10809,ALG1L
10810,LEF1-AS1
10811,AHCYL1
10812,RAD18
10813,PALLD
10814,TAF9B
10815,RELL1
10816,TCP11
10817,MAPK8IP3
10818,LRFN3
10819,ZBED2
10820,GBA2
10821,WNT2B
10822,GPAM
10823,USP37
10824,PMS2P1
10825,TAF4B
10826,TUBA3FP
10827,RPSAP58
10828,BMS1P1
10829,MYO15B
10830,KAT2B
10831,SNORA24
10832,HECTD1
10833,LOC101928103
10834,SLC1A4
10835,SECISBP2L
10836,LRRC37BP1
10837,GSTO1
10838,TGFBI
10839,CAPN7
10840,LLGL1
10841,FCGRT
10842,CC2D1B
10843,MEGF10
10844,SLX4
10845,KLHL4
10846,C6orf118
10847,NSMCE1
10848,ZNF564
10849,SLFN5
10850,CCDC122
10851,DENND5B
10852,LYSMD3
10853,DNAJC21
10854,REV1
10855,BDP1
10856,GABBR2
10857,INPP5A
10858,TVP23A
10859,TSPAN11
10860,MIR4453HG
10861,GAS5
10862,C12orf4
10863,RMDN3
10864,RNF31
10865,MRPS10
10866,CEP72
10867,CENPQ
10868,CEP55
10869,SHQ1
10870,AP1M2
10871,XRCC2
10872,FIG4
10873,VAV1
10874,NLE1
10875,ZDHHC4
10876,TMEM248
10877,WDR74
10878,LOC101928697
10879,DESI1
10880,WWC3
10881,NECAP2
10882,PDPR
10883,SCYL2
10884,CPSF2
10885,ZBTB25
10886,PCGF2-1
10887,WDR36
10888,ORMDL3
10889,CCDC85C
10890,STXBP1
10891,DHCR7
10892,B4GALT3
10893,TUB
10894,CDC123
10895,GALNT1
10896,ATP6V0A4
10897,APMAP
10898,CCT6P3
10899,LRP5
10900,CREBRF
