,gene
4754,NSUN4
4755,CERS6
4756,RPL18
4757,TAF11
4758,CAMKK2
4759,GRAMD4
4760,PRPF6
4761,ZC3H3
4762,DCUN1D4
4763,TLL2
4764,ATP6V0A2
4765,LOC728739
4766,EPS15
4767,KCNN3
4768,LRP1
4769,STRN
4770,EXPH5
4771,EPN2
4772,SERPING1
4773,BLM
4774,STAG3
4775,RNF24
4776,DDTL
4777,GNPAT
4778,BABAM1
4779,CTDNEP1
4780,PPWD1
4781,MKRN2
4782,LAT2
4783,ZDHHC17
4784,NUDCD3
4785,CNTNAP2-1
4786,SMARCAL1
4787,C16orf72
4788,TRPS1
4789,HK1
4790,PEA15
4791,CRYZL1
4792,SGF29
4793,CTU1
4794,MRAP2
4795,PFDN5
4796,MARS2
4797,SP140L
4798,PACS1
4799,MBTPS2
4800,GSTZ1
4801,G6PC3
4802,ATP8B3
4803,MTG1
4804,PKDCC
4805,AFAP1L1
4806,DHX16-2
4807,TMEM250
4808,ZNF74
4809,TAOK2
4810,PRKCZ
4811,PRMT2
4812,C19orf71
4813,PTTG2
4814,RBBP9
4815,TFF2
4816,ITGA3
4817,MAP3K1
4818,TOB1
4819,NAMPT
4820,ZFP36L2
4821,CD96
4822,ARL4C
4823,ACTR1A
4824,RAD50
4825,YY2
4826,CEP85L
4827,BEX3
4828,WDR78
4829,EEF1AKMT3
4830,GABRA5
4831,NEK6
4832,ZBTB42
4833,MCTS1
4834,NFIA
4835,GAREM2
4836,POGLUT1
4837,LINC00470
4838,DHRS4-AS1
4839,LINC00339
4840,CRYBB2P1
4841,LINC00842
4842,PIGA
4843,SCML2
4844,KLHL22
4845,IKBKB
4846,TP73-AS1
4847,IL17RC
4848,ANK3
4849,CSPP1
4850,SPPL3
4851,HIGD2A
4852,C7orf31
4853,CMBL
4854,MBOAT2
4855,MITD1
4856,CPNE4
4857,CCDC59
4858,NDUFAF4
4859,ACSS2
4860,PXN-AS1
4861,FAM219A
4862,PDE2A
4863,CAND1
4864,CSDE1
4865,BZW1
4866,ZNF783
4867,DENND4B
4868,IMPA1
4869,IL32
4870,ZMYM4
4871,HSD17B10
4872,EXOG
4873,MED14
4874,SUCLA2
4875,XYLB
4876,IMPAD1
4877,NHP2
4878,RNF125
4879,ANK1
4880,MRM3
4881,TRMT10C
4882,WRAP73
4883,RHEBL1
4884,LYRM2
4885,TMEM67
4886,WASH2P
4887,LOH12CR2
4888,HCG18
4889,POLR2K
4890,EXOSC9
4891,GPR19
4892,CAPZA2
4893,CAPZA1
4894,DDX1
4895,PRCP
4896,CTNS
4897,MAN2A2
4898,SEC24B
4899,PPARA
4900,POLRMT
4901,NUDT5
4902,CENPJ
4903,CASC1
4904,CERS1
4905,ZSCAN21
4906,CKMT2-AS1
4907,LINC00460
4908,STXBP5-AS1
4909,TRAF3IP2-AS1
4910,LOC257396
4911,RNF144A-AS1
4912,LINC01260
4913,LOC648987
4914,LOC100507053
4915,SCP2
4916,CEBPZOS
4917,USP3-AS1
4918,THAP9-AS1
4919,LOC728730
4920,RSRC2
4921,SCN4B
4922,DHX37
4923,DEF8
4924,IDI2-AS1
4925,LOC100130331
4926,BAZ1A
4927,LOC285484
4928,SSU72
4929,CNIH4
4930,RNGTT
4931,MAGEA6
4932,MAGEA3
4933,PPP1R18-3
4934,HSPA12B
4935,ZFP82
4936,KIAA1958
4937,TTC14
4938,UBQLN1
4939,ZFP90
4940,PROS1
4941,PRNP
4942,PPOX
4943,SLC2A1
4944,IPO7
4945,CALCOCO1
4946,RBM41
4947,CPD
4948,PSMA5
4949,RDH5
4950,PTPRN
4951,ST20
4952,PPP2R5A
4953,LOC100294145-1
4954,PSMB8-AS1
4955,LOC646903
4956,LPP-AS2
4957,AAAS
4958,RERG
4959,DHRS9
4960,ACSBG2
4961,BLACAT1
4962,PARVG
4963,DYNC1H1
4964,ASPH
4965,GFM1
4966,ZNF34
4967,SEC22C
4968,HDHD5
4969,NDUFAF8
4970,UGDH
4971,TM4SF1
4972,IMPA2
4973,SLC25A13
4974,BICRAL
4975,TMEM131
4976,ZSCAN20
4977,FANK1
4978,MRPL57
4979,EDARADD
4980,AKR1A1
4981,CNTD1
4982,NTAN1-1
4983,GLS
4984,YOD1
4985,NOL3
4986,PPT1
4987,RPL29
4988,RPL28
4989,PAFAH1B1
4990,PKD2
4991,HOXC5
4992,EXOC6
4993,AGBL5
4994,TMEM9B
4995,PNPO
4996,TMPRSS5
4997,DKC1
4998,LTA4H
4999,ATP5F1EP2
5000,PAN3-AS1
5001,BCL2L11
5002,MPP2
5003,SERPINH1
5004,EEF1D
5005,ZNF444
5006,TTLL4
5007,HOXD9
5008,SC5D
5009,PPP1R8
5010,ATAD2
5011,PTPRA
5012,BANP
5013,EHD4
5014,PDIA3P1
5015,SLC7A5P2
5016,UQCRBP1
5017,ISM1
5018,NFKBID
5019,NOL6
5020,MAPK1
5021,ADAMTS16
5022,NAP1L1
5023,SIRPA
5024,ALKBH3
5025,DPH3P1
5026,ROMO1
5027,NEURL2
5028,NUS1
5029,SSC4D
5030,TMEM51
5031,ZZZ3
5032,MED9
5033,STX17
5034,PSMD10
5035,RFC1
5036,PSMD3
5037,ANKMY1
5038,NUP153
5039,EXOSC2
5040,CDV3
5041,PDIA6
5042,TINF2
5043,TIMM8B
5044,RAB21
5045,TIMM13
5046,SMC5
5047,APPL1
5048,SSBP2
5049,RAD54L2
5050,SF3B1
5051,SEMA3E
5052,SLC7A6OS
5053,PHAX
5054,KRT34-2
5055,TCTN1
5056,PARP8
5057,USP42
5058,SHTN1
5059,N4BP2L2
5060,KYAT1
5061,SCML1
5062,SYPL1
5063,SURF6
5064,SLC20A2
5065,RBP4
5066,RBM3
5067,SRD5A1
5068,HADHB
5069,HADHA
5070,ARHGAP10
5071,XK
5072,PANK3
5073,SH2B2
5074,CHMP6
5075,KAT2A
5076,ANK2
5077,CCDC121
5078,CLSTN1
5079,FAM184A
5080,SMIM2-AS1
5081,CCDC91
5082,ZNF383
5083,TSTD2
5084,SDCBP2-AS1
5085,SLC44A1
5086,DHRS4
5087,FOLR1
5088,NME8
5089,EIF2AK2
5090,JMJD6
5091,ZNF407
5092,TARBP2
5093,COL6A3
5094,MARCH4
5095,ZNF471
5096,WDSUB1
5097,NFYC
5098,ACBD5
5099,MAP4K4
5100,TRIM41
5101,SHANK3
5102,PTPN11
5103,MYO18A
5104,CHRNA3
5105,DLEU2
5106,CERK
5107,SNORD52
5108,TMEM33
5109,ARHGEF10L
5110,HSPA12A
5111,CSNK1D
5112,TGIF2LX
5113,HLTF
5114,POTEH
5115,ESS2
5116,NUCKS1
5117,SMAP2
5118,SNORA32
5119,LPXN
5120,CWC22
5121,LOC650226
5122,NAP1L6
5123,RN7SL2
5124,FAM45BP
5125,MIR31HG
5126,LINC00467
5127,XPC
5128,COX7A2
5129,LOC283335
5130,PSMA3-AS1
5131,DIAPH3-AS1
5132,CWF19L1
5133,PRMT6
5134,ASPM
5135,FAM135A
5136,WASHC5
5137,CEP83
5138,FAM234B
5139,ELP2
5140,TMTC1
5141,IQSEC2
5142,RFK
5143,PGGT1B
5144,TESMIN
5145,SEC24C
5146,PCYT1A
5147,OXA1L
5148,GPR63
5149,CAPN2
5150,SLC47A1
5151,AGK
5152,ERO1B
5153,KIAA1522
5154,CHST14
5155,UBAP1
5156,TESC
5157,SLC38A6
5158,KYNU
5159,FHL2
5160,PDGFB
5161,RPAP2
5162,ATP13A3
5163,CCDC191
5164,UNC79-1
5165,PHLPP2
5166,TMPRSS6
5167,C16orf58
5168,B4GALT2
5169,MATN2
5170,SMYD3
5171,SMURF2
5172,WDR59
5173,TMEM177
5174,LIMD2
5175,THAP7
5176,SPX
5177,ITIH5
5178,PRR7
5179,TMEM121
5180,ACBD3
5181,THUMPD2
5182,PRR3-1
5183,LY6G5C-6
5184,LSG1
5185,SUPT4H1
5186,KCNH2
5187,ALDH3B1
5188,CENPK
5189,EPB41L4A
5190,SAR1A
5191,ADGRL4
5192,GEN1
5193,DUS1L
5194,TMBIM1
5195,GRIPAP1
5196,MAGEF1
5197,FGF14-AS2
5198,ILF3
5199,CDCA4
5200,RNF152
5201,LAMTOR1
5202,LOC494127
5203,TDP1
5204,TWNK
5205,CLK1
5206,JPT2
5207,PIP4P1
5208,ZNF700
5209,SLC39A3
5210,UBE3B
5211,SBNO2
5212,SLC8A2
5213,TMEM91
5214,LTBP4
5215,DIPK2A
5216,NR4A1
5217,CCDC171
5218,ZNF584
5219,LTO1
5220,DZIP1L
5221,PLBD2
5222,PER3
5223,FURIN
5224,CDK2AP1
5225,HRK
5226,HAUS7
5227,CFAP221
5228,TM7SF2
5229,LIPE-AS1
5230,LOC729218
5231,UBE2W
5232,ANKFY1
5233,SERPINB1
5234,WDR72
5235,GCDH
5236,KTN1
5237,LOC101928767
5238,PAIP2
5239,JKAMP
5240,UBXN6
5241,TCEAL3
5242,MKRN1
5243,PDGFA
5244,PBX4
5245,NFATC1
5246,RPPH1
5247,RNF214
5248,CERKL
5249,POTEF
5250,SLC35E2B
5251,TBC1D14
5252,CRISPLD1
5253,APH1B
5254,LDAH
5255,CENPE
5256,HIF1A
5257,GPANK1
5258,TAF1A
5259,DESI2
5260,PSMD1
5261,TMEM99
5262,TNPO3
5263,NDUFAF7
5264,ASRGL1
5265,TLE1
5266,KCNK1
5267,FLII
5268,POLR2G
5269,HMMR
5270,CCNT1
5271,RUNX2
5272,UBXN8
5273,SLC25A14
5274,CORIN
5275,C11orf54
5276,OSBP2
5277,RBM7
5278,SV2A
5279,WDR83OS
5280,HSD17B12
5281,INSIG2
5282,CHCHD2
5283,CPQ
5284,RRNAD1
5285,AZIN1
5286,COPG1
5287,HSPB11
5288,RNFT1
5289,PSTPIP2
5290,MAGEE1
5291,RPL36A-1
5292,ZNF14
5293,AP5S1
5294,SLC46A2
5295,CDYL
5296,TYMP
5297,CYP26B1
5298,AOC3
5299,FBXO7
5300,DLL3
5301,MYBL2
5302,RWDD3
5303,RFX5
5304,IL1A
5305,PLEC
5306,EPHA5
5307,TSLP
5308,TMEM241
5309,PCDH8
5310,ZNF285
5311,SFRP1
5312,PSMA4
5313,CTNNA1
5314,FRMD8P1
5315,PIGP
5316,KRT18P55
5317,DNAJC7
5318,PARD6G-AS1
5319,LOC100133331
5320,LINC00882
5321,DUBR
5322,TCL6
5323,LOC100288778
5324,ATP2B1-AS1
5325,CALHM2
5326,LPAL2
5327,NBEAP1
5328,DMTF1
5329,FAM83H-AS1
5330,UBQLN4
5331,LINC00921
5332,MCF2L-AS1
5333,LOC284344
5334,POTEKP
5335,HTATSF1P2
5336,LOC440600
5337,MAP3K20-AS1
5338,NDUFA6-DT-1
5339,LINC00944
5340,FLJ20021
5341,ORC2
5342,ZDHHC8
5343,C19orf12
5344,ARHGAP5-AS1
5345,LARGE1
5346,CNKSR1
5347,ROBO1
5348,AFG1L
5349,RASGEF1A
5350,DGKA
5351,GPD2
5352,CYB5R3
5353,PSMB10
5354,REV3L
5355,IGBP1P1
5356,BCAP31
5357,RCHY1
5358,ZNF488
5359,OSBPL9
5360,BOD1L1
5361,SVIP
5362,RCC1L
5363,RPP25L
5364,SLC25A21-AS1
5365,DMXL2
5366,BNC2
5367,AGO4
5368,MKNK2
5369,RDH11
5370,UBR2
5371,KLHDC4
5372,LOC100288846
5373,SEZ6L2
5374,WNK2
5375,APCDD1L-DT
5376,ZNF28
5377,ZBED5-AS1
5378,LOC400655
5379,COMMD6
5380,ZNF236
5381,ATXN7
5382,FMN1
5383,MIB1
5384,C8orf33
5385,UBE2Z
5386,SLC39A8
5387,HIPK2
5388,PYCR3
5389,HACE1
5390,MPPE1
5391,ZNF649
5392,UBR4
5393,ZSWIM4
5394,ANKRA2
5395,CACNB2
5396,EPB41
5397,IL6ST
5398,COG6
5399,XPO5
5400,ARV1
5401,EFCAB6
5402,FRMD6-AS1
5403,RCAN2
5404,ANAPC13
5405,RHOBTB1
5406,AARS
5407,ERCC3
5408,FAM89B
5409,IGF1R
5410,IFNAR2
5411,CDK11A
5412,HOXB9
5413,COPB1
5414,LFNG
5415,ACIN1
5416,NUTM2G
5417,ARAF
5418,KDM5B
5419,NCOR1
5420,NES
5421,MAP3K2
5422,PSD4
5423,TIAM2
5424,KAT6A
5425,SLC13A4
5426,STEAP1
5427,ZNF671
5428,SMYD4
5429,KAT8
5430,SYDE2
5431,PWWP2A
5432,ZNRF3
5433,ATRIP
5434,PCGF6
5435,PCBD2
5436,RHPN1
5437,ZFP91
5438,LOC101928295
5439,NXNL2
5440,MOB3C
5441,METTL21A
5442,ZNF688
5443,RAB30
5444,CLN3
5445,ZNRD1-7
5446,HERC1
5447,ZKSCAN8
5448,POLD2
5449,OTUB1
5450,VPS50
5451,HSDL2
5452,PSMG3
5453,CLIP4
5454,PPME1
5455,BLOC1S2
5456,HSPH1
5457,SRCAP
5458,TUBGCP2
5459,CLPX
5460,FRS2
5461,FRS3
5462,NRSN2
5463,STN1
5464,RNF123
5465,NAP1L2
5466,TOE1
5467,TEAD1
5468,GRIK2
5469,TRIM52
5470,ZNF496
5471,ABHD14B
5472,PANK2
5473,SLC8B1
5474,CTC1
5475,PGGHG
5476,PLCD4
5477,LPCAT1-2
5478,PYROXD2
5479,KMT5C
5480,USP36
5481,CYHR1
5482,RAP1GAP2
5483,COG5
5484,GXYLT2
5485,GPATCH8
5486,SNHG3
5487,MRPS14
5488,LOC145474
5489,DISC1
5490,MUC12
5491,C6orf132
5492,SGO2
5493,FLT1
5494,TLCD2
5495,LOC100303749
5496,IFT27
5497,MPDU1
5498,COL9A2
5499,ATP5PO
5500,PSAT1
5501,TWIST2
5502,PEX16
5503,PPP1R7
5504,A1BG-AS1
5505,RAB23
5506,GS1-259H13.2
5507,SLAMF7
5508,MORC3
5509,SHANK2
5510,LOC101927257
5511,TTC23
5512,LOC101928796
5513,OSMR-AS1
5514,FAM133B
5515,LINC01271
5516,TMEM9
5517,LOC644919
5518,CIAO2A
5519,LSAMP-AS1
5520,HMMR-AS1
5521,PLCG1-AS1
5522,NUP35
5523,RALY-AS1
5524,KCNA3
5525,TMEM168
5526,UPP1
5527,PRNCR1
5528,PCBP2-OT1
5529,CCDC7
5530,KIAA1191
5531,HSDL1
5532,MORF4L1
5533,SQSTM1
5534,ZNF571-AS1
5535,LINC00641
5536,CYP3A5
5537,MAPKAP1
5538,LRRC8A
5539,SDC1
5540,BLOC1S1
5541,MTHFS-1
5542,MYPN
5543,SMUG1
5544,ENGASE
5545,MCMDC2
5546,ALAS1
5547,SPATA6
5548,GPRASP2
5549,ZSCAN31
5550,FKBP7
5551,STAT6
5552,CCNDBP1
5553,HLA-DQB1
5554,RAB3B
5555,DUT
5556,E2F3
5557,RABIF
5558,TGFBR2
5559,TDG
5560,SLC22A4
5561,RYK
5562,TAGLN
5563,CLIP1
5564,GTF2F2
5565,GMFB
5566,SLC18A2
5567,UCP2
5568,FKBP1B
5569,SDCCAG8
5570,ZNF281
5571,WBP2
5572,WBP1
5573,ZNF234
5574,ELP5
5575,R3HDM1
5576,MTREX
5577,SLC39A14
5578,IFFO2
5579,ODAPH
5580,C20orf197
5581,FKBP1A
5582,EPB41L3
5583,BORCS7
5584,HSD17B1
5585,HLCS
5586,KCNB1
5587,RPS6KA3
5588,SYNE3
5589,SNHG10
5590,FLG
5591,PTN
5592,PTMS
5593,FOXO1
5594,C5orf63
5595,SPAG9
5596,SLC9A8
5597,SLC22A17
5598,PTPN7
5599,CENPO
5600,TUBB4A
5601,AMPD2
5602,TTC7A
5603,LDLRAD4
5604,FPGT
5605,PLD2
5606,RIOK3
5607,UBR3
5608,ATG16L1
5609,SORCS2
5610,ZNF624
5611,POLR3B
5612,WRAP53
5613,KLHL42
5614,ZNF398
5615,SNX4
5616,NRAV
5617,LOC100506207
5618,RCN1
5619,AKAP9
5620,SCO1
5621,LINC00239
5622,ZNF446
5623,KPNB1
5624,LZTS3
5625,ZNF316
5626,SMDT1
5627,MELTF
5628,RASL10B
5629,CDC14A
5630,CCBE1
5631,MED25
5632,SBF2
5633,FBXO38
5634,RPL8
5635,SHISA3
5636,TBX18
5637,OOEP
5638,MEGF9
5639,GLMP
5640,RPA2
5641,ZBTB11
5642,TSPAN13
5643,TAF5L
5644,HEMK1
5645,TLX2
5646,ARNT2
5647,SPAST
5648,MMP17
5649,MLXIP
5650,AP5Z1
5651,COMMD10
5652,SHANK1
5653,GAB3
5654,U2SURP
5655,LOC728392
5656,MFAP3
5657,GPR155
5658,SPRYD7
5659,MYL9
5660,RNF180
5661,MRPL21
5662,HPS5
5663,ZBTB8OS
5664,EXOSC8
5665,KLHL21
5666,NRBP2
5667,MED22
5668,SAPCD2
5669,FERMT3
5670,CUX1
5671,ZGPAT
5672,TET1
5673,HIVEP3
5674,ZKSCAN3
5675,SUZ12P1
5676,LINC00226
5677,LINC00221
5678,GALNT2
5679,LINC00674
5680,BZW2
5681,LOC100128164
5682,HYMAI
5683,CDK10
5684,BCDIN3D-AS1
5685,FAM133CP
5686,MST1P2
5687,SMIM27
5688,LINC00668
5689,LOC100131564
5690,RNF170
5691,RRN3P3
5692,KLF6
5693,LINC00894
5694,C15orf40
5695,FAM186B
5696,PARGP1
5697,LOC100289511
5698,HCFC1
5699,POMGNT2
5700,CCDC92
5701,BAG5
5702,GOSR1
5703,TM2D3
5704,NEIL1
5705,MPP5
5706,VPS4B
5707,TMEM87B
5708,AOPEP
5709,POLR2E
5710,PAXIP1-AS1
5711,TEF
5712,TEAD4
5713,ZNF718
5714,NSF
5715,ATG13
5716,MAP4
5717,PLK4
5718,YME1L1
5719,POLA1
5720,SIX2
5721,PPARGC1B
5722,NAA80
5723,MYH2
5724,PPP1R14B
5725,CBX4
5726,CHST1
5727,DGKD
5728,DGKE
5729,HAT1
5730,IL1RAPL1
5731,EML4
5732,C1R
5733,ZNF184
5734,OVOL2
5735,C1orf43
5736,NXT2
5737,ZNF77
5738,DHTKD1
5739,ABHD17C
5740,ZBED5
5741,TRAPPC1
5742,ATXN7L3
5743,CTDSP1
5744,LARS
5745,KMT2E
5746,SRPRB
5747,TP53INP2
5748,HOXD11
5749,CADM3
5750,CAMK2N1
5751,CATSPERG
5752,CYP2R1
5753,FYCO1
5754,LRRC2
5755,VCAN
5756,BUD23
5757,CTSA
5758,ADGRE2
5759,MNT
5760,CDKAL1
5761,CCNL1
5762,CASP2
5763,RFX2
5764,HPCAL4
5765,NAGPA
5766,BIRC6
5767,HJURP
5768,SPPL2B
5769,AKAP11
5770,MAN1B1
5771,GPRC5B
5772,NLK
5773,CYB5R4
5774,SUCO
5775,COPRS
5776,ADAP2
5777,TCP11L1
5778,ZGRF1
5779,SNX9
5780,TRIP4
5781,DBR1
5782,EGFL7
5783,SEC31A
5784,VPS28
5785,RBM19
5786,OTUD7B
5787,AMOTL2
5788,FGF5
5789,REL
5790,ZNF33B
5791,ZNF10
5792,ETHE1
5793,TRAM1
5794,HDAC7
5795,IL4R
5796,MDM4
5797,CUL4A
5798,MFAP2
5799,TXNL4A
5800,ENSA
5801,FMNL3
5802,C18orf25
5803,SDHAF4
5804,VWA5A
5805,LIFR
5806,TMUB1
5807,RPS6KC1
5808,SUN2
5809,GFM2
5810,ADAT1
5811,ZBED4
5812,DNPEP
5813,LRRC37A
5814,GTF3C3
5815,TRANK1
5816,ETNK2
5817,MED28
5818,FAM174A
5819,ZC3H11A
5820,MYO16
5821,URB1
5822,CENPX
5823,ECI2
5824,TTC39B
5825,GOLPH3L
5826,LGI2
5827,MAP1S
5828,DARS2
5829,RESF1
5830,BTBD7
5831,INTS13
5832,DNAJC17
5833,NADSYN1
5834,NUDT11
5835,SLC4A1AP
5836,IER3IP1
5837,PSG9
5838,GID4
5839,PHF23
5840,GDPD3
5841,CCDC138
5842,ELMSAN1
5843,ZSCAN5A
5844,CHST7
5845,CHCHD7
5846,PCYOX1L
5847,SMIM7
5848,MRPS34
5849,MYH7B
5850,LRCH2
5851,ZFAT
5852,C11orf49
5853,C9orf16
5854,B3GNT4
5855,F8
5856,MAP6D1
5857,TTLL7
5858,METTL22
5859,TMUB2
5860,MTRR
5861,ASB8
5862,DSCC1
5863,ZNF492
5864,TMEM109
5865,NGEF
5866,POGLUT2
5867,WDR18
5868,METTL16
5869,PRRG4
5870,JCAD
5871,SLC10A3
5872,HOMEZ
5873,HEATR5B
5874,SLCO1B3
5875,SCN2A
5876,PCDHB5
5877,PCDHB8
5878,KLHL12
5879,ISG20L2
5880,OSBPL8
5881,TMEM38A
5882,DDX54
5883,ZFYVE21
5884,KXD1
5885,NABP2
5886,TMEM98
5887,PDCL3
5888,ZNF687
5889,NUP37
5890,TMEM106C
5891,TUBGCP4
5892,RBFOX3
5893,KIAA0825
5894,TMEM171
5895,AFF2
5896,ZCWPW1
5897,MYO7A
5898,HMGCL
5899,HMBS
5900,ATP6V0B
5901,ATOX1
5902,ATP6V0E1
5903,RAB5B
5904,RAB3A
5905,PYGL
5906,PYGB
5907,STBD1
5908,SUN1
5909,ZBTB46
5910,WDR82
5911,SMG7
5912,ABCB8
5913,ZNF107
5914,HERC2
5915,NDUFA2
5916,RNF4
5917,TMEM175
5918,CRY1
5919,RPL14
5920,CBFA2T2
5921,FEZ2
5922,SYS1
5923,EHMT1
5924,UBE2M
5925,OAZ1
5926,IKBKG
5927,SEMA5A
5928,CDKN1B
5929,STK19-4
5930,RNF8
5931,CA8
5932,CAPN5
5933,KCNMB2
5934,NCOA4
5935,BYSL
5936,BDH1
5937,BCL2L2
5938,KALRN
5939,ATIC
5940,ARRB1
5941,USP13
5942,ANXA2
5943,HNRNPF
5944,MRTO4
5945,COBLL1
5946,LPGAT1
5947,SEC16A
5948,MRNIP
5949,LONP2
5950,EMILIN2
5951,ZNF830
5952,ANKRD40
5953,KREMEN1
5954,ADCK2
5955,GADD45GIP1
5956,CCDC97
5957,EBF1
5958,TSSK3
5959,PANX2
5960,CDCA7
5961,SCAMP3
5962,CCDC8
5963,TBC1D10A
5964,WDR7
5965,HMCN1
5966,SLC18B1
5967,DCAF13P3
5968,RAB15
5969,PRMT7
5970,ZNF385A
5971,TTC8
5972,GTPBP10
5973,CASP9
5974,RHPN2
5975,TRIM5
5976,GREB1
5977,BAD
5978,ARHGEF19
5979,NAGS
5980,TNPO1
5981,CEP89
5982,FAS
5983,ST6GALNAC3
5984,EED
5985,C15orf65
5986,C15orf41
5987,PSMD2
5988,OSBPL7
5989,PHLDB2
5990,FZD3
5991,CHEK2
5992,PDCD10
5993,C11orf91
5994,CEP70
5995,SEC14L1
5996,PITX2
5997,COPS3
5998,RPP21
5999,LRRC20
6000,WDTC1
6001,DGKG
6002,ZNF692
6003,GMDS
6004,PSME3
6005,AEBP2
6006,ARMC8
6007,MZF1
6008,FAM153B
6009,CREB3L2
6010,SYNCRIP
6011,ZFAND2B
6012,PSD
6013,MATR3
6014,SOGA1
6015,LACTB
6016,TEX10
6017,ORC4
6018,GALK2
6019,DDX24
6020,CHMP1B
6021,MRPL47
6022,IDI2
6023,MIR6723
6024,GCLC
6025,PLEKHO2
6026,B3GALNT2
6027,RNU5B-1
6028,DUSP22
6029,USP49
6030,CAPS2
6031,CHD5
6032,RNF43
6033,SLC2A12
6034,SHFL
6035,DDX28
6036,FBXL8
6037,SLC39A9
6038,BRMS1
6039,SYNJ2BP
6040,ATP13A1
6041,BLOC1S4
6042,RASD2
6043,QPRT
6044,SNORD18C
6045,SNORD16
6046,ADAM8
6047,GLMN
6048,NEK7
6049,HERPUD1
6050,GLT8D1
6051,SAT2
6052,SLC26A10
6053,ZNF384
6054,ABTB2
6055,ZNF100
6056,REM2
6057,ZCCHC24
6058,TAPT1
6059,SLC38A9
6060,FAM117B
6061,KANSL3
6062,CCDC17
6063,FNDC3B
6064,PABPC1
6065,PEBP1
6066,P2RY1
6067,FAM193A
6068,PAX7
6069,SPATA2
6070,ATP6AP2
6071,PLXNC1
6072,CEBPZ
6073,ABI2
6074,EBI3
6075,WFS1
6076,RIDA
6077,B3GNT2
6078,ILK
6079,FNDC3A
6080,CALU
6081,ITPR3
6082,RPL31
6083,TRUB2
6084,NBEA
6085,RUFY2
6086,FIGN
6087,ERLEC1
6088,TTI1
6089,APIP
6090,COQ4
6091,RPS27L
6092,MTG2
6093,ZNF358
6094,WIPI1
6095,TOR2A
6096,ZBTB40
6097,NAA60
6098,SLC25A10
6099,AATF-1
6100,ZBTB5
6101,MIRLET7BHG
6102,ZRANB3
6103,BCL7C
6104,C2orf49
6105,LOC729739
6106,SLC37A2
6107,KRBA2
6108,ZNF517
6109,ADAMTSL5
6110,ZNF789
6111,TMED8
6112,E2F6
6113,GSN
6114,B4GALT4
6115,BCLAF3
6116,ZNF620
6117,FDXR
6118,KIF21A
6119,NIT2
6120,NOL8
6121,OLFML3
6122,PSMG2
6123,CMC2
6124,TMEM129
6125,TENT5A
6126,VPS13C
6127,CELF4
6128,SMCO4
6129,TET2
6130,FEM1C
6131,DUS3L
6132,EEF2
6133,CPSF7
6134,SAP25
6135,PTGS1
6136,DCLK1
6137,APC2
6138,SLC33A1
6139,SLC16A7
6140,SP6
6141,ATP1A3
6142,STX6
6143,TP53INP1
6144,ESD
6145,ACTA1
6146,RPL27A
6147,RPL26
6148,AADAC
6149,PLOD3
6150,RPL22
6151,GOLGA4
6152,CCNE1
6153,RNPEP
6154,PARP6
6155,C5orf15
6156,SEMA4B
6157,ABCA7
6158,XAB2
6159,VPS11
6160,HAUS6
6161,LHX9
6162,PTPN13
6163,SNAPC5
6164,SAP30L
6165,PEX5
6166,SLC4A4
6167,SNX6
6168,PIP4K2C
6169,GEMIN6
6170,ABRACL
6171,RBM25
6172,SELENOK
6173,CLMP
6174,NTN4
6175,SCAF1
6176,BCKDHA
6177,ALOX5
6178,EFNA3
6179,TRIM36
6180,DYM
6181,BIN3
6182,CMAS
6183,LINC00311
6184,TMPPE
6185,FZD8
6186,ABHD14A
6187,DCAF12
6188,TECPR1
6189,MTMR4
6190,PDLIM4
6191,MTMR6
6192,RALBP1
6193,RABGAP1L
6194,RNF115
6195,PRDX3
6196,MTERF1
6197,CTNNBL1
6198,TENM3
6199,RPN1
6200,RPE
6201,LOC100505549
6202,PIEZO1
6203,BIRC2
6204,TMCO1
6205,DHX40
6206,ZNF2
6207,APC
6208,CAPSL
6209,CHCHD4
6210,CLGN
6211,PRICKLE4
6212,TRAPPC2L
6213,LSM7
6214,CPSF3
6215,FAM3C
6216,PUM3
6217,PIAS1
6218,JPT1
6219,MIR9-3HG
6220,SSH1
6221,TPD52
6222,S1PR5
6223,CLCF1
6224,NKX2-5
6225,COLGALT1
6226,PMAIP1
6227,CRY2
6228,TMSB4X
6229,ZNF239
6230,STX1A
6231,REEP5
6232,NLRP1
6233,FKBP4
6234,PSME2
6235,PSMD12
6236,PSMD11
6237,PSMD8
6238,FUS
6239,OMD
6240,SCD
6241,MARS
6242,LOC113230
6243,HAGLR
6244,GSTM1
6245,TMF1
6246,NAB2
6247,MXI1
6248,RPL10
6249,ZNF540
6250,RREB1
6251,FADS2
6252,MIR6857
6253,MIR6853
6254,MIR6840
6255,MIR6850
6256,MIR6847
6257,MIR6837
6258,MIR6834
6259,MIR6821
6260,MIR6820
6261,MIR6817
6262,MIR6807
6263,MIR6799
6264,MIR6798
6265,MIR6797
6266,MIR6796
6267,SPTLC2
6268,ACTG1P4
6269,LOC728323-1
6270,TERF1
6271,TMBIM6
6272,TAFA5
6273,CYB561D1
6274,GIN1
6275,SFRP4
6276,OSGIN2
6277,RIOK2
6278,NAXD
6279,CDC34
6280,COL12A1
6281,PRR5
6282,ADAMTS7
6283,LOC100288798
6284,GAA
6285,ACCS
6286,KIFAP3
6287,CNST
6288,TGFB2
6289,TGFA
6290,CDC42BPA
6291,CLTCL1
