Protein ID	Melting point [°C]	Protein stability class	Quantile-normalized melting point [°C]	AUC	Curve fit converged	R2 of curve fit
CS	51.29	medium	51.22	0.5	TRUE	1
CSDA	50.91	medium	50.73	0.62	TRUE	0.87
CSDE1	45.9	non-stable	45.1	0.32	TRUE	1
CSE1L	48.6	medium	48.22	0.39	TRUE	0.88
CSK	48.11	medium	47.7	0.39	TRUE	1
CSNK1A1	48.18	medium	47.79	0.4	TRUE	0.99
CSNK1D	48.48	medium	48.09	0.42	TRUE	0.99
CSNK2A1	46.69	non-stable	46.08	0.34	TRUE	1
CSNK2A2	48.79	medium	48.44	0.41	TRUE	0.99
CSNK2B	46.83	medium	46.23	0.36	TRUE	0.99
CSRP1		non-melter		1.05	TRUE	0.28
CSRP2		non-melter		1.1	TRUE	0.42
CSRP2BP	51.4	medium	51.37	0.64	TRUE	0.9
CST3	51.54	medium	51.54	0.62	TRUE	0.97
CSTA		non-melter		0.74	TRUE	0.57
CSTB	51.8	medium	51.88	0.55	TRUE	1
CSTF1	50.5	medium	50.24	0.49	TRUE	0.99
CSTF2	50.69	medium	50.47	0.56	TRUE	0.97
CSTF2T	50.38	medium	50.13	0.48	TRUE	0.98
CSTF3	49.83	medium	49.51	0.44	TRUE	0.99
CTAGE5	48.38	medium	47.98	0.41	TRUE	1
CTBP1	51.43	medium	51.43	0.65	TRUE	0.95
CTCF	50.96	medium	50.79	0.57	TRUE	0.98
CTDP1	47.62	medium	47.18	0.38	TRUE	1
CTDSP1	49.21	medium	48.89	0.46	TRUE	0.99
CTDSPL2	48.65	medium	48.28	0.41	TRUE	0.99
CTF8	48.17	medium	47.76	0.44	TRUE	0.95
CTGF	50.84	medium	50.64	0.6	TRUE	0.95
CTH	50.53	stable	50.28	0.7	TRUE	0.67
CTNNA1	51.25	medium	51.16	0.5	TRUE	1
CTNNAL1	47.16	medium	46.65	0.36	TRUE	1
CTNNB1	51.22	medium	51.11	0.5	TRUE	1
CTNNBIP1	52.05	medium	52.16	0.64	TRUE	0.97
CTNNBL1	44.77	non-stable	43.89	0.29	TRUE	1
CTNND1	46.95	non-stable	46.39	0.35	TRUE	1
CTPS	49.88	medium	49.57	0.46	TRUE	0.99
CTPS2	52.02	medium	52.14	0.6	TRUE	0.98
CTR9	45.29	non-stable	44.43	0.29	TRUE	1
CTSA	52.62	medium	53	0.57	TRUE	0.99
CTSB	52.4	medium	52.66	0.61	TRUE	0.98
CTSC		non-melter		0.75	TRUE	0.8
CTSD	52.34	medium	52.55	0.62	TRUE	0.99
CTSH	53.31	stable	54.74	0.71	TRUE	0.96
CTSL1		non-melter		0.77	TRUE	0.59
CTTN		non-melter		0.87	TRUE	0.04
CTTNBP2NL	48.83	medium	48.48	0.43	TRUE	1
CUGBP1	46.59	non-stable	45.95	0.34	TRUE	1
CUL1	51.25	medium	51.15	0.51	TRUE	0.97
CUL2	50.98	medium	50.81	0.49	TRUE	1
CUL3	51.79	medium	51.88	0.51	TRUE	1
CUL4A	49.37	medium	49.05	0.42	TRUE	1
CUL4B	52.81	medium	53.26	0.55	TRUE	1
CUL5	52.39	medium	52.64	0.55	TRUE	1
CUL7	45.77	non-stable	44.94	0.31	TRUE	1
CUL9	47.75	medium	47.29	0.43	TRUE	0.97
CUTA		non-melter		1.06	TRUE	0.4
CUTC	51.58	medium	51.58	0.51	TRUE	1
CUX1	50	medium	49.71	0.47	TRUE	1
CWC15		non-melter		1.07	TRUE	0.57
CWC22	44.41	non-stable	43.48	0.27	TRUE	1
CWF19L1	49.27	medium	48.94	0.44	TRUE	1
CWF19L2	45.67	non-stable	44.82	0.32	TRUE	1
CXADR		non-melter		0.84	TRUE	0.15
CXORF15	51.18	medium	51.06	0.49	TRUE	1
CXORF26	49.74	medium	49.41	0.45	TRUE	1
CXORF38	49.86	medium	49.55	0.45	TRUE	0.99
CXORF56	49.05	medium	48.72	0.41	TRUE	1
CXXC1	45.42	non-stable	44.61	0.31	TRUE	1
CYB5A		non-melter		0.72	TRUE	0.75
CYB5B		non-melter		0.82	TRUE	0.21
CYB5R1	52.14	medium	52.28	0.54	TRUE	1
CYB5R3	53.05	medium	54.01	0.57	TRUE	0.99
CYB5R4	50.91	medium	50.73	0.48	TRUE	1
CYBA	50.99	medium	50.82	0.55	TRUE	0.99
CYBASC3	50.51	stable	50.26	0.69	TRUE	0.73
CYC1	52.86	medium	53.35	0.55	TRUE	0.98
CYCS	51.54	stable	51.54	0.66	TRUE	0.85
CYFIP1	49.86	medium	49.54	0.43	TRUE	0.99
CYFIP2	50.53	medium	50.27	0.46	TRUE	0.99
CYP20A1	52.06	medium	52.19	0.52	TRUE	1
CYP27A1	49.24	medium	48.92	0.43	TRUE	1
CYP2S1	52.4	medium	52.65	0.59	TRUE	0.95
CYP2W1	51.08	medium	50.93	0.64	TRUE	0.86
CYP4F11	50.75	medium	50.53	0.49	TRUE	0.99
CYP4F12	51.75	medium	51.84	0.51	TRUE	1
CYP4F2	51.09	medium	50.95	0.48	TRUE	1
CYP4F3	52.53	medium	52.84	0.63	TRUE	0.9
CYP51A1	46.77	non-stable	46.17	0.34	TRUE	0.99
CYP8B1	47.38	medium	46.91	0.37	TRUE	1
CYTB		non-melter		0.75	TRUE	0.92
CYTH1	49.04	medium	48.71	0.43	TRUE	0.99
DAAM1	48.61	medium	48.23	0.4	TRUE	0.99
DAB2	47.11	medium	46.59	0.36	TRUE	0.99
DAB2IP	47.75	medium	47.3	0.37	TRUE	1
DAD1	51.51	medium	51.51	0.65	TRUE	0.77
DAG1	50.94	medium	50.77	0.63	TRUE	0.79
DAGLB	51.92	medium	52.02	0.57	TRUE	1
DAK	52.17	medium	52.32	0.52	TRUE	1
DAP3	49.13	medium	48.81	0.43	TRUE	1
DARS	48.49	medium	48.11	0.42	TRUE	1
DARS2	50.4	medium	50.14	0.48	TRUE	0.99
DAXX	47.91	medium	47.46	0.39	TRUE	0.99
DAZAP1	52.38	medium	52.61	0.58	TRUE	0.99
DBI		non-melter		0.89	TRUE	0.17
DBNDD1		non-melter		0.78	TRUE	0.42
DBNL	48.26	medium	47.85	0.42	TRUE	0.99
DBR1	51.26	medium	51.18	0.54	TRUE	1
DBT	49.94	medium	49.63	0.45	TRUE	1
DCAKD	48.02	medium	47.59	0.39	TRUE	1
DCBLD1		non-melter		0.8	TRUE	0.22
DCD	63.52	stable	65.23	0.65	TRUE	0.36
DCDC2	45.17	non-stable	44.32	0.29	TRUE	1
DCI		non-melter		0.8	TRUE	0.31
DCK	51.44	medium	51.43	0.51	TRUE	1
DCP1A	46.8	medium	46.2	0.35	TRUE	1
DCP1B	47.62	medium	47.18	0.38	TRUE	0.99
DCPS	53.07	stable	54.07	0.7	TRUE	0.93
DCTD	53.68	stable	55.71	0.71	TRUE	0.86
DCTN1	47.98	medium	47.54	0.38	TRUE	1
DCTN2	50.03	medium	49.74	0.47	TRUE	1
DCTN3	49.28	medium	48.95	0.42	TRUE	1
DCTN4	50.18	medium	49.92	0.54	TRUE	0.98
DCTN5	49.66	medium	49.34	0.5	TRUE	0.98
DCTN6	49.93	medium	49.62	0.54	TRUE	0.98
DCUN1D1	49.9	medium	49.58	0.44	TRUE	0.99
DCUN1D3	46.38	non-stable	45.71	0.33	TRUE	1
DCUN1D5	44.52	non-stable	43.66	0.3	TRUE	1
DCXR	52.96	medium	53.68	0.6	TRUE	0.98
DDA1	48.75	medium	48.38	0.46	TRUE	0.97
DDAH1	52.22	medium	52.38	0.57	TRUE	0.98
DDAH2	52.82	medium	53.29	0.56	TRUE	1
DDB1	52.17	medium	52.3	0.63	TRUE	0.91
DDB2	51.89	medium	51.98	0.6	TRUE	0.99
DDC	51.7	medium	51.77	0.53	TRUE	1
DDHD1	48.41	medium	48	0.4	TRUE	0.99
DDHD2	49.69	medium	49.36	0.46	TRUE	1
DDI2	51.44	medium	51.44	0.51	TRUE	0.99
DDOST	51.74	medium	51.82	0.54	TRUE	1
DDRGK1	49.32	medium	49	0.55	TRUE	0.9
DDT		non-melter		0.72	TRUE	0.49
DDX1	49.17	medium	48.85	0.42	TRUE	1
DDX17	49.05	medium	48.72	0.42	TRUE	1
DDX18	50.11	medium	49.84	0.48	TRUE	0.82
DDX19A	48.68	medium	48.31	0.41	TRUE	1
DDX20	47.04	medium	46.5	0.35	TRUE	1
DDX21	49.91	medium	49.59	0.46	TRUE	0.87
DDX23	47.91	medium	47.45	0.39	TRUE	0.98
DDX24	45.53	non-stable	44.68	0.31	TRUE	0.99
DDX27	50.35	medium	50.1	0.48	TRUE	0.99
DDX28	46.49	non-stable	45.85	0.34	TRUE	1
DDX39	46.91	non-stable	46.32	0.35	TRUE	1
DDX3X	45.9	non-stable	45.11	0.31	TRUE	0.99
DDX3Y	46.03	non-stable	45.29	0.31	TRUE	1
DDX41	46.19	non-stable	45.5	0.33	TRUE	1
DDX42	46.44	non-stable	45.79	0.34	TRUE	1
DDX46	46.86	non-stable	46.27	0.35	TRUE	1
DDX47	49.84	medium	49.52	0.44	TRUE	1
DDX49	51.63	medium	51.67	0.51	TRUE	0.89
DDX5	47	non-stable	46.46	0.34	TRUE	0.99
DDX54	49.74	medium	49.41	0.46	TRUE	0.94
DDX55	48.71	medium	48.34	0.41	TRUE	0.99
DDX56	51.23	medium	51.13	0.5	TRUE	0.95
DDX58	46.31	non-stable	45.64	0.33	TRUE	1
DDX59	49.28	medium	48.96	0.43	TRUE	1
DDX6	50.4	medium	50.14	0.47	TRUE	1
DECR1	53.8	medium	55.85	0.59	TRUE	0.98
DECR2	50.35	medium	50.1	0.56	TRUE	0.95
DEF6	45.74	non-stable	44.91	0.31	TRUE	1
DEF8	48.29	medium	47.88	0.41	TRUE	0.99
DEGS1	51.27	medium	51.19	0.58	TRUE	0.97
DEK	47.46	medium	47.01	0.38	TRUE	1
DENND1A	48.03	medium	47.6	0.4	TRUE	0.99
DENND2C	48.63	medium	48.25	0.42	TRUE	0.99
DENND4A	48.01	medium	47.57	0.39	TRUE	1
DENND4B	50.52	medium	50.26	0.5	TRUE	0.99
DENND4C	48.23	medium	47.83	0.4	TRUE	0.98
DENR	54.64	stable	57.74	0.72	TRUE	0.92
DERA	52.53	stable	52.85	0.7	TRUE	0.83
DERL1	51.46	stable	51.46	0.65	TRUE	0.89
DERL2	51.64	medium	51.68	0.57	TRUE	0.99
DFFA	51.5	medium	51.49	0.61	TRUE	0.97
DFNA5	50.83	medium	50.63	0.49	TRUE	0.99
DGAT1	51.68	medium	51.74	0.53	TRUE	0.99
DGCR14	46.43	medium	45.77	0.45	TRUE	0.86
DGCR2	50.75	medium	50.53	0.55	TRUE	0.99
DGCR8	49.38	medium	49.05	0.43	TRUE	0.98
DGKK	45.32	non-stable	44.46	0.3	TRUE	1
DHCR24	49.67	medium	49.34	0.54	TRUE	0.94
DHCR7	49.09	medium	48.76	0.45	TRUE	1
DHDDS	51.31	medium	51.25	0.51	TRUE	1
DHFR	46.47	non-stable	45.83	0.33	TRUE	1
DHODH	51.91	stable	52	0.65	TRUE	0.92
DHPS	50.81	medium	50.6	0.58	TRUE	0.97
DHRS1	49.23	medium	48.91	0.42	TRUE	1
DHRS11	52.43	medium	52.74	0.53	TRUE	1
DHRS13	47.72	medium	47.27	0.38	TRUE	0.99
DHRS2	50.04	medium	49.76	0.47	TRUE	1
DHRS3	51.16	medium	51.03	0.49	TRUE	1
DHRS4	51.45	medium	51.44	0.53	TRUE	1
DHRS7	52.36	stable	52.58	0.68	TRUE	0.87
DHRS7B	49.63	medium	49.29	0.46	TRUE	1
DHTKD1	49.2	medium	48.88	0.42	TRUE	1
DHX15	51.47	medium	51.47	0.51	TRUE	0.99
DHX16	48.03	medium	47.61	0.39	TRUE	1
DHX29	50.58	medium	50.33	0.48	TRUE	1
DHX30	49.27	medium	48.95	0.43	TRUE	0.99
DHX34	46.08	non-stable	45.37	0.34	TRUE	0.98
DHX35	46.08	non-stable	45.38	0.31	TRUE	1
DHX36	49.63	medium	49.28	0.44	TRUE	1
DHX37	46.21	non-stable	45.54	0.32	TRUE	1
DHX38	48.86	medium	48.52	0.4	TRUE	0.99
DHX40	48.27	medium	47.86	0.39	TRUE	1
DHX57	50.13	medium	49.86	0.45	TRUE	1
DHX8	47.59	medium	47.14	0.37	TRUE	1
DHX9	49.9	medium	49.59	0.45	TRUE	0.99
DIABLO	51.82	medium	51.91	0.64	TRUE	0.78
DIAPH1	47.95	medium	47.52	0.38	TRUE	1
DIAPH2	46.21	non-stable	45.53	0.34	TRUE	1
DICER1	48.08	medium	47.67	0.39	TRUE	1
DIDO1	48.02	medium	47.59	0.43	TRUE	0.99
DIMT1L	50.79	medium	50.58	0.48	TRUE	1
DIP2B	52.23	medium	52.38	0.53	TRUE	1
DIRC2		non-melter		0.68	TRUE	0.67
DIS3	46.26	non-stable	45.58	0.32	TRUE	1
DIS3L2	49.85	medium	49.53	0.44	TRUE	1
DJ-1	52.53	stable	52.85	0.68	TRUE	0.99
DKC1	51.58	medium	51.59	0.54	TRUE	0.99
DKFZP686O24166	50.8	medium	50.59	0.61	TRUE	0.96
DKFZP761E198	47.34	medium	46.85	0.41	TRUE	0.97
DKK1	49.35	medium	49.02	0.51	TRUE	0.97
DLAT	51.51	medium	51.51	0.5	TRUE	1
DLD		non-melter		1.02	TRUE	-0.04
DLG1	50.29	medium	50.03	0.47	TRUE	0.99
DLG2	50.04	medium	49.75	0.55	TRUE	0.91
DLGAP4	53.2	medium	54.45	0.62	TRUE	0.99
DLGAP5	47.85	medium	47.39	0.38	TRUE	1
DLK1	50.61	stable	50.37	0.67	TRUE	0.76
DLST		non-melter		1.04	TRUE	0.34
DMAP1	46.76	medium	46.15	0.36	TRUE	1
DMD	48.54	medium	48.16	0.4	TRUE	1
DMXL1	48.07	medium	47.67	0.42	TRUE	0.98
DMXL2	46.89	medium	46.3	0.35	TRUE	1
DNA2	48.04	medium	47.62	0.39	TRUE	0.99
DNAJA1	50.68	medium	50.46	0.5	TRUE	1
DNAJA2	50.34	medium	50.09	0.47	TRUE	1
DNAJA3	47.06	medium	46.53	0.35	TRUE	1
DNAJB1	46.99	non-stable	46.44	0.35	TRUE	1
DNAJB11	50.66	medium	50.43	0.53	TRUE	0.99
DNAJB12	48.87	medium	48.52	0.41	TRUE	1
DNAJB14	47.39	medium	46.92	0.38	TRUE	0.96
DNAJB2	48.45	medium	48.07	0.42	TRUE	0.99
DNAJB4	47.26	medium	46.76	0.35	TRUE	1
DNAJB6	45.97	non-stable	45.2	0.34	TRUE	0.99
DNAJC1	50.25	medium	49.99	0.46	TRUE	0.99
DNAJC10	50.82	medium	50.61	0.55	TRUE	0.99
DNAJC11	50.38	medium	50.12	0.46	TRUE	1
DNAJC13	49.34	medium	49.01	0.44	TRUE	0.99
DNAJC14		non-melter		0.8	TRUE	0.2
DNAJC16	50.13	medium	49.87	0.5	TRUE	0.99
DNAJC17	49.28	medium	48.95	0.43	TRUE	1
DNAJC19	51.16	medium	51.03	0.54	TRUE	1
DNAJC2	45.51	non-stable	44.66	0.3	TRUE	1
DNAJC25	49.12	medium	48.79	0.44	TRUE	1
DNAJC3	50.91	medium	50.72	0.54	TRUE	0.99
DNAJC5		non-melter		0.69	TRUE	0.41
DNAJC7	47.32	medium	46.84	0.36	TRUE	0.99
DNAJC8	49.93	medium	49.62	0.46	TRUE	0.99
DNAJC9	50	medium	49.71	0.47	TRUE	0.87
DNLZ	50.62	stable	50.38	0.7	TRUE	0.79
DNM1L	49.94	medium	49.63	0.45	TRUE	1
DNM2	49.37	medium	49.04	0.42	TRUE	1
DNMBP	46.24	non-stable	45.57	0.33	TRUE	1
DNMT1	50.6	medium	50.35	0.46	TRUE	0.99
DNMT3A	45.02	non-stable	44.15	0.28	TRUE	1
DNPEP		non-melter		0.81	TRUE	0.18
DNTTIP2	49.25	medium	48.92	0.45	TRUE	0.96
DOCK1	47.73	medium	47.28	0.37	TRUE	0.99
DOCK4	46.61	medium	45.99	0.36	TRUE	0.99
DOCK5	48.18	medium	47.78	0.41	TRUE	0.99
DOCK6	49.75	medium	49.41	0.49	TRUE	0.95
DOCK7	45.62	non-stable	44.75	0.31	TRUE	1
DOHH	46.55	non-stable	45.91	0.35	TRUE	1
DOLK	51.88	medium	51.97	0.51	TRUE	0.98
DOLPP1	52.96	medium	53.7	0.63	TRUE	0.91
DOPEY2	47.95	medium	47.52	0.41	TRUE	0.99
DPAGT1		non-melter		0.81	TRUE	0.29
DPEP1		non-melter		0.71	TRUE	0.41
DPF2	47.01	medium	46.47	0.38	TRUE	1
DPH2	51.04	medium	50.88	0.51	TRUE	1
DPH3		non-melter		1.04	TRUE	0.16
DPH5	51.97	medium	52.08	0.53	TRUE	1
DPM1	49.05	medium	48.72	0.42	TRUE	1
DPP3	51.94	medium	52.04	0.51	TRUE	1
DPP4		non-melter		0.82	TRUE	0.18
DPP8	50.57	medium	50.32	0.49	TRUE	0.99
DPP9	50.03	medium	49.74	0.45	TRUE	1
DPY19L1	50.52	medium	50.27	0.48	TRUE	1
DPY19L3	50.59	medium	50.34	0.49	TRUE	0.99
DPYSL2	51.25	medium	51.16	0.5	TRUE	0.98
DQX1	50.38	medium	50.13	0.46	TRUE	0.99
DR1	51.28	medium	51.21	0.61	TRUE	0.98
DRAP1	50.72	stable	50.5	0.71	TRUE	0.91
DRG1	52.54	medium	52.87	0.54	TRUE	0.98
DRG2	49.97	medium	49.66	0.46	TRUE	1
DSC2	51.01	stable	50.84	0.66	TRUE	0.89
DSG2		non-melter		0.85	TRUE	0.36
DSN1	47.31	medium	46.83	0.36	TRUE	0.98
DST	46.52	medium	45.88	0.35	TRUE	0.99
DSTN	51.62	medium	51.65	0.51	TRUE	1
DTD1		non-melter		1.03	TRUE	0.02
DTL	47.73	medium	47.28	0.38	TRUE	0.99
DTNA	49.26	medium	48.93	0.44	TRUE	0.99
DTNBP1	51.52	medium	51.52	0.51	TRUE	1
DTWD2	48.47	medium	48.08	0.42	TRUE	0.99
DTX3L	44.08	non-stable	43.09	0.27	TRUE	0.98
DTYMK	50.56	medium	50.31	0.47	TRUE	1
DUS1L	45.7	non-stable	44.86	0.32	TRUE	1
DUS2L	46.71	medium	46.1	0.35	TRUE	1
DUS3L	47.09	medium	46.57	0.39	TRUE	1
DUSP12	48.86	medium	48.52	0.44	TRUE	0.98
DUSP3	49.8	medium	49.47	0.45	TRUE	1
DUSP6	44.61	non-stable	43.76	0.27	TRUE	1
DUSP9	44.77	non-stable	43.9	0.27	TRUE	1
DUT	50.53	medium	50.28	0.5	TRUE	0.99
DVL2	43.82	non-stable	42.79	0.26	TRUE	0.99
DYM	49.72	medium	49.39	0.43	TRUE	0.99
DYNC1H1	49.78	medium	49.45	0.43	TRUE	0.99
DYNC1I2	50.84	medium	50.64	0.5	TRUE	1
DYNC1LI1	50.33	medium	50.08	0.47	TRUE	1
DYNC1LI2	50.16	medium	49.9	0.45	TRUE	1
DYNLRB1	50.63	stable	50.39	0.7	TRUE	0.77
DYNLT1	50.51	medium	50.26	0.46	TRUE	0.99
E2F4	46.79	non-stable	46.19	0.34	TRUE	0.99
E2F6	46.61	medium	45.99	0.37	TRUE	1
EAPP	48.12	medium	47.71	0.38	TRUE	0.99
EARS2	45.93	non-stable	45.15	0.32	TRUE	1
EBP		non-melter		0.82	TRUE	0.39
ECD	49.1	medium	48.77	0.44	TRUE	1
ECE1		non-melter		0.7	TRUE	0.6
ECH1	51.03	medium	50.86	0.48	TRUE	1
ECHDC1		non-melter		0.81	TRUE	0.25
ECHS1	52.07	medium	52.19	0.51	TRUE	1
ECSIT	51.78	medium	51.86	0.59	TRUE	0.97
ECT2	46.71	medium	46.11	0.36	TRUE	1
EDC3	48.37	medium	47.97	0.41	TRUE	1
EDC4	46.72	non-stable	46.12	0.34	TRUE	1
EDD1	45.09	non-stable	44.22	0.29	TRUE	1
EDEM1	51.18	medium	51.07	0.54	TRUE	0.99
EDEM3	51.27	medium	51.19	0.58	TRUE	0.97
EDF1		non-melter		0.86	TRUE	0.05
EEA1		non-melter		0.87	TRUE	0.04
EED	48.03	medium	47.61	0.38	TRUE	1
EEF1A1	49.85	medium	49.54	0.44	TRUE	0.99
EEF1B2	49.35	medium	49.02	0.42	TRUE	1
EEF1D	49.63	medium	49.28	0.46	TRUE	0.99
EEF1E1	46.65	non-stable	46.03	0.34	TRUE	1
EEF1G	49.24	medium	48.91	0.42	TRUE	1
EEF2	53.32	medium	54.8	0.58	TRUE	0.98
EEF2K	46.1	non-stable	45.4	0.33	TRUE	1
EEFSEC	47.67	medium	47.21	0.37	TRUE	1
EFHA1	49.88	medium	49.57	0.44	TRUE	1
EFHD2	50.31	medium	50.06	0.47	TRUE	1
EFNB1	51.4	stable	51.38	0.66	TRUE	0.81
EFTUD1	48.42	medium	48.02	0.41	TRUE	1
EFTUD2	55.54	medium	59.34	0.62	TRUE	0.97
EGFR	50.16	medium	49.9	0.47	TRUE	1
EGLN1	49.91	medium	49.6	0.53	TRUE	0.97
EHBP1	46.23	non-stable	45.55	0.33	TRUE	1
EHBP1L1	48.32	medium	47.92	0.4	TRUE	1
EHD1	49.65	medium	49.31	0.43	TRUE	1
EHD4	48.15	medium	47.75	0.38	TRUE	0.99
EHHADH	50.13	medium	49.88	0.46	TRUE	1
EHMT1	46.95	non-stable	46.39	0.34	TRUE	0.99
EHMT2	46.64	medium	46.02	0.39	TRUE	0.98
EI24	51.47	medium	51.46	0.56	TRUE	0.98
EIF1	52.31	stable	52.48	0.72	TRUE	0.88
EIF1AD	50.89	medium	50.7	0.58	TRUE	0.97
EIF1AP1	50.87	medium	50.68	0.48	TRUE	1
EIF1B	52	medium	52.12	0.62	TRUE	0.98
EIF2A	50.15	medium	49.89	0.45	TRUE	1
EIF2AK2	44.52	non-stable	43.69	0.26	TRUE	1
EIF2AK3	48.38	medium	47.98	0.41	TRUE	0.99
EIF2AK4	47.38	medium	46.9	0.37	TRUE	0.99
EIF2B1	52.34	medium	52.54	0.53	TRUE	1
EIF2B2	51.15	medium	51.03	0.5	TRUE	0.99
EIF2B3	49.86	medium	49.55	0.45	TRUE	1
EIF2B4	49.02	medium	48.69	0.41	TRUE	0.99
EIF2B5	50.07	medium	49.79	0.45	TRUE	1
EIF2C1	49.4	medium	49.07	0.53	TRUE	0.95
EIF2C2	48.38	medium	47.98	0.48	TRUE	0.97
EIF2S1	51.62	medium	51.64	0.51	TRUE	1
EIF2S2	51.38	medium	51.34	0.5	TRUE	1
EIF2S3	51.86	medium	51.96	0.51	TRUE	1
EIF3A	48.1	medium	47.69	0.38	TRUE	0.98
EIF3B	48.1	medium	47.69	0.39	TRUE	0.99
EIF3C	47.89	medium	47.43	0.38	TRUE	0.99
EIF3D	48.32	medium	47.91	0.39	TRUE	1
EIF3E	46.95	non-stable	46.39	0.34	TRUE	0.98
EIF3F	48.5	medium	48.12	0.4	TRUE	0.99
EIF3G	49.05	medium	48.73	0.43	TRUE	0.99
EIF3H	49.36	medium	49.03	0.44	TRUE	0.99
EIF3I	48.92	medium	48.57	0.44	TRUE	1
EIF3J	51.84	medium	51.94	0.51	TRUE	0.99
EIF3K	51.69	medium	51.75	0.5	TRUE	0.99
EIF3L	50.82	medium	50.61	0.47	TRUE	0.97
EIF3M	48.78	medium	48.42	0.41	TRUE	1
EIF4A1	48.95	medium	48.6	0.42	TRUE	1
EIF4A2	52.15	medium	52.29	0.53	TRUE	1
EIF4A3	50.05	medium	49.77	0.46	TRUE	1
EIF4B		non-melter		1.04	TRUE	0.25
EIF4E	50.33	medium	50.08	0.45	TRUE	1
EIF4ENIF1	47.39	medium	46.92	0.39	TRUE	0.99
EIF4G1	47.77	medium	47.31	0.37	TRUE	1
EIF4G2	46.51	non-stable	45.88	0.34	TRUE	1
EIF4G3	46.19	non-stable	45.51	0.34	TRUE	1
EIF4H	49.2	medium	48.88	0.48	TRUE	0.98
EIF5	49.87	medium	49.55	0.45	TRUE	1
EIF5A	48.17	medium	47.77	0.41	TRUE	0.99
EIF5B	50.25	medium	50	0.46	TRUE	1
EIF6	52.43	medium	52.73	0.64	TRUE	0.91
ELAC1	50.49	stable	50.24	0.69	TRUE	0.77
ELAC2	50.58	stable	50.33	0.7	TRUE	0.88
ELAVL1	47.66	medium	47.21	0.37	TRUE	1
ELL	45.73	non-stable	44.89	0.32	TRUE	0.99
ELMO2	47.35	medium	46.87	0.36	TRUE	1
ELMOD2	51.28	medium	51.2	0.5	TRUE	1
ELOF1		non-melter		0.74	TRUE	0.61
ELOVL2	49.78	medium	49.45	0.46	TRUE	1
ELOVL5	49.84	medium	49.52	0.47	TRUE	0.99
ELOVL6	52.94	medium	53.61	0.58	TRUE	0.96
ELP2	48.16	medium	47.76	0.39	TRUE	1
ELP3	47.91	medium	47.46	0.39	TRUE	1
ELP4	48.1	medium	47.69	0.51	TRUE	0.95
EMD	48.98	medium	48.64	0.45	TRUE	0.98
EMG1	53.08	medium	54.13	0.64	TRUE	0.91
EML2	51.06	medium	50.91	0.48	TRUE	1
EML3	49.16	medium	48.84	0.44	TRUE	1
EML4	49.1	medium	48.78	0.43	TRUE	1
ENAH	49.94	medium	49.63	0.46	TRUE	1
ENDOD1	52.08	medium	52.21	0.63	TRUE	0.96
ENDOG	50.04	medium	49.75	0.46	TRUE	0.99
ENO1	54.27	stable	56.79	0.66	TRUE	0.89
ENO2	52.82	stable	53.27	0.68	TRUE	0.9
ENO3	53.4	stable	55.1	0.69	TRUE	0.83
ENOPH1	49.04	medium	48.71	0.41	TRUE	0.98
ENOSF1	51.09	medium	50.96	0.58	TRUE	0.98
ENPP1		non-melter		0.79	TRUE	0.35
ENPP3		non-melter		1.06	TRUE	0.33
ENSA	51.78	stable	51.85	0.65	TRUE	0.89
ENTPD2		non-melter		0.76	TRUE	0.51
ENTPD5	51.07	medium	50.93	0.55	TRUE	1
ENTPD6	50.54	medium	50.3	0.49	TRUE	0.99
ENTPD7	51.11	medium	50.98	0.52	TRUE	0.99
ENY2	50.17	medium	49.91	0.6	TRUE	0.63
EP300	49.06	medium	48.73	0.42	TRUE	0.99
EP400	46.03	non-stable	45.28	0.32	TRUE	1
EPB41	50.82	medium	50.62	0.48	TRUE	1
EPB41L1	49.12	medium	48.79	0.44	TRUE	1
EPB41L2	51.15	medium	51.03	0.49	TRUE	1
EPB41L5	49.08	medium	48.75	0.42	TRUE	0.99
EPB49	49.55	medium	49.23	0.6	TRUE	0.56
EPC1	45.95	non-stable	45.18	0.32	TRUE	1
EPCAM		non-melter		0.77	TRUE	0.28
EPDR1		non-melter		0.83	TRUE	0.11
EPHA2	48.19	medium	47.8	0.41	TRUE	1
EPHB4	46.48	medium	45.84	0.38	TRUE	0.99
EPHX1		non-melter		0.75	TRUE	0.76
EPHX2	52.68	stable	53.06	0.65	TRUE	0.88
EPM2AIP1	49.72	medium	49.4	0.44	TRUE	0.99
EPN1	49.97	medium	49.67	0.48	TRUE	0.99
EPN2	51.4	medium	51.37	0.56	TRUE	0.98
EPPK1	48.94	medium	48.58	0.43	TRUE	0.87
EPRS	46.67	non-stable	46.05	0.33	TRUE	1
EPS15	49.02	medium	48.69	0.41	TRUE	1
EPS15L1	48.49	medium	48.11	0.4	TRUE	1
EPS8	48.77	medium	48.41	0.44	TRUE	0.99
EPS8L2	48.44	medium	48.06	0.4	TRUE	1
EPS8L3	47.83	medium	47.37	0.39	TRUE	1
ERAL1	45.73	non-stable	44.9	0.32	TRUE	1
ERAP1	50.91	medium	50.72	0.55	TRUE	0.99
ERAP2	52.52	medium	52.82	0.6	TRUE	1
ERBB2	45.8	non-stable	44.96	0.33	TRUE	1
ERBB2IP	46.03	non-stable	45.28	0.33	TRUE	1
ERBB3	48.13	medium	47.72	0.42	TRUE	0.99
ERC1	47.67	medium	47.22	0.4	TRUE	0.99
