Protein ID	Melting point [°C]	Protein stability class	Quantile-normalized melting point [°C]	AUC	Curve fit converged	R2 of curve fit
DDX47	49.75	medium	49.43	0.44	TRUE	0.99
DDX49	51.19	medium	51.34	0.5	TRUE	0.92
DDX5	47.4	medium	46.84	0.35	TRUE	0.99
DDX52	49.78	medium	49.46	0.5	TRUE	0.91
DDX54	48.69	medium	48.25	0.42	TRUE	0.88
DDX55	49.22	medium	48.84	0.46	TRUE	0.96
DDX56	51.51	medium	51.81	0.52	TRUE	0.9
DDX58	45.8	non-stable	45.21	0.31	TRUE	1
DDX59	49.21	medium	48.83	0.42	TRUE	1
DDX6	50.08	medium	49.83	0.46	TRUE	1
DECR1	53.55	medium	55.03	0.6	TRUE	0.95
DECR2	50.35	medium	50.21	0.57	TRUE	0.95
DEF6	45.72	non-stable	45.06	0.33	TRUE	1
DEGS1	51.4	medium	51.64	0.57	TRUE	0.96
DEK	47.15	medium	46.58	0.37	TRUE	1
DENND1A	48.33	medium	47.86	0.41	TRUE	1
DENND2C	46.76	medium	46.21	0.35	TRUE	1
DENND4A	47.48	medium	46.92	0.38	TRUE	0.98
DENND4B	50.61	medium	50.56	0.49	TRUE	0.99
DENND4C	48.61	medium	48.17	0.4	TRUE	0.97
DENR		non-melter		0.81	TRUE	0.76
DERA	52.71	stable	53.28	0.69	TRUE	0.78
DERL1	51.15	medium	51.29	0.62	TRUE	0.91
DERL2	51.6	medium	51.95	0.55	TRUE	0.99
DFFA	51.46	medium	51.74	0.6	TRUE	0.98
DFFB	50.92	medium	50.98	0.51	TRUE	0.99
DFNA5	51.13	medium	51.26	0.51	TRUE	1
DGAT1	51.42	medium	51.67	0.5	TRUE	1
DGCR14	46.54	medium	45.97	0.45	TRUE	0.9
DGCR2	50.38	medium	50.26	0.53	TRUE	0.99
DGCR8	48.46	medium	48.01	0.41	TRUE	1
DGKE	48.88	medium	48.48	0.41	TRUE	0.99
DGKK	45.32	non-stable	44.73	0.31	TRUE	0.99
DGKZ	49.72	medium	49.4	0.51	TRUE	0.97
DGUOK	54.22	stable	56.27	0.69	TRUE	0.71
DHCR24	49.66	medium	49.33	0.55	TRUE	0.92
DHCR7	49.56	medium	49.22	0.46	TRUE	0.99
DHDDS	51.36	medium	51.57	0.51	TRUE	1
DHFR	46.02	non-stable	45.43	0.32	TRUE	1
DHODH	51.41	stable	51.65	0.65	TRUE	0.92
DHPS	51.85	medium	52.28	0.63	TRUE	0.96
DHRS1	49.32	medium	48.98	0.43	TRUE	1
DHRS11	52.17	medium	52.63	0.53	TRUE	1
DHRS13	48.94	medium	48.54	0.44	TRUE	1
DHRS2	50.54	medium	50.48	0.5	TRUE	1
DHRS3	51.3	medium	51.49	0.52	TRUE	1
DHRS4	50.93	medium	50.99	0.51	TRUE	1
DHRS7	51.67	stable	52.04	0.66	TRUE	0.91
DHRS7B	49.63	medium	49.3	0.45	TRUE	1
DHTKD1	49.83	medium	49.53	0.45	TRUE	1
DHX15	50.38	medium	50.26	0.47	TRUE	1
DHX16	47.86	medium	47.36	0.38	TRUE	1
DHX29	50.13	medium	49.91	0.48	TRUE	0.92
DHX30	49.91	medium	49.63	0.46	TRUE	0.99
DHX32	47.37	medium	46.8	0.43	TRUE	0.95
DHX34	45.98	non-stable	45.4	0.32	TRUE	0.99
DHX35	47.68	medium	47.15	0.41	TRUE	0.99
DHX36	49.74	medium	49.42	0.45	TRUE	1
DHX37	45.52	non-stable	44.92	0.31	TRUE	1
DHX38	48.74	medium	48.32	0.4	TRUE	0.99
DHX40	48.39	medium	47.93	0.41	TRUE	0.99
DHX57	50.4	medium	50.28	0.52	TRUE	0.88
DHX8	48.05	medium	47.55	0.39	TRUE	0.99
DHX9	49.09	medium	48.69	0.42	TRUE	1
DIABLO		non-melter		0.73	TRUE	0.6
DIAPH1	48.61	medium	48.17	0.4	TRUE	0.99
DIAPH2	47.22	medium	46.64	0.37	TRUE	0.99
DICER1	48.47	medium	48.04	0.41	TRUE	0.98
DIDO1	48.41	medium	47.97	0.46	TRUE	0.97
DIMT1L	51.1	medium	51.21	0.49	TRUE	0.98
DIP2A	49.97	medium	49.7	0.46	TRUE	0.99
DIP2B	51.66	medium	52.03	0.53	TRUE	0.99
DIRC2		non-melter		0.7	TRUE	0.4
DIS3	45.8	non-stable	45.2	0.3	TRUE	1
DIS3L2	49.21	medium	48.83	0.42	TRUE	1
DJ-1	52.54	stable	53.07	0.65	TRUE	0.96
DKC1	51.64	medium	52	0.55	TRUE	0.97
DKFZP686O24166	51.45	medium	51.73	0.61	TRUE	0.98
DKFZP761E198	46.9	medium	46.34	0.38	TRUE	0.93
DKK1	50.29	medium	50.13	0.57	TRUE	0.9
DLAT	50.96	medium	51.03	0.48	TRUE	1
DLC1	48.8	medium	48.38	0.43	TRUE	0.97
DLD		non-melter		0.78	TRUE	0.29
DLG1	49.74	medium	49.42	0.45	TRUE	1
DLG3	51.24	medium	51.39	0.54	TRUE	0.98
DLGAP4	52.42	medium	52.92	0.61	TRUE	0.99
DLGAP5	48.86	medium	48.44	0.43	TRUE	1
DLST		non-melter		0.9	TRUE	0.02
DMAP1	46.43	medium	45.87	0.35	TRUE	1
DMD	48.53	medium	48.11	0.41	TRUE	1
DMXL1	49.51	medium	49.17	0.48	TRUE	1
DMXL2	49.29	medium	48.94	0.46	TRUE	0.99
DNA2	45.44	non-stable	44.85	0.29	TRUE	0.99
DNAJA1	50.46	medium	50.38	0.48	TRUE	1
DNAJA2	49.99	medium	49.73	0.45	TRUE	0.99
DNAJA3	47.63	medium	47.09	0.37	TRUE	1
DNAJB1	46.86	non-stable	46.3	0.34	TRUE	1
DNAJB11	51.17	medium	51.32	0.57	TRUE	0.99
DNAJB12	48.78	medium	48.36	0.42	TRUE	0.99
DNAJB14	48.94	medium	48.54	0.43	TRUE	0.99
DNAJB2	48.4	medium	47.95	0.42	TRUE	0.99
DNAJB4	47.75	medium	47.25	0.38	TRUE	1
DNAJB6	45.82	non-stable	45.23	0.33	TRUE	0.99
DNAJC1	50.74	medium	50.72	0.48	TRUE	1
DNAJC10	50.99	medium	51.06	0.55	TRUE	0.99
DNAJC11	50.05	medium	49.8	0.44	TRUE	1
DNAJC12	51.16	medium	51.3	0.6	TRUE	0.95
DNAJC13	49.85	medium	49.55	0.48	TRUE	0.99
DNAJC14		non-melter		1.06	TRUE	0.41
DNAJC16	50.1	medium	49.87	0.56	TRUE	0.91
DNAJC17	49.25	medium	48.87	0.43	TRUE	1
DNAJC19	50.9	medium	50.95	0.54	TRUE	1
DNAJC2	46	non-stable	45.42	0.33	TRUE	0.99
DNAJC25	48.88	medium	48.47	0.42	TRUE	0.99
DNAJC3	51.05	medium	51.14	0.55	TRUE	0.99
DNAJC5		non-melter		0.9	TRUE	0.02
DNAJC7	47.49	medium	46.93	0.36	TRUE	1
DNAJC8	48.87	medium	48.45	0.42	TRUE	1
DNAJC9	51.15	medium	51.29	0.53	TRUE	0.94
DNASE2		non-melter		1.07	TRUE	0.44
DNLZ		non-melter		0.72	TRUE	0.66
DNM1L	49.65	medium	49.32	0.44	TRUE	1
DNM2	49.18	medium	48.79	0.42	TRUE	1
DNMBP	46.09	non-stable	45.49	0.34	TRUE	0.98
DNMT1	50.47	medium	50.39	0.47	TRUE	0.98
DNMT3A	45.05	non-stable	44.47	0.29	TRUE	1
DNPEP		non-melter		0.83	TRUE	0.13
DNTTIP1	43.9	non-stable	43.42	0.28	TRUE	1
DOCK1	48.34	medium	47.87	0.4	TRUE	0.98
DOCK4	46.58	non-stable	46.01	0.35	TRUE	1
DOCK5	48.77	medium	48.35	0.42	TRUE	0.99
DOCK6	51.25	medium	51.42	0.49	TRUE	0.93
DOCK7	45.76	non-stable	45.12	0.32	TRUE	1
DOHH	46.31	non-stable	45.76	0.34	TRUE	0.99
DOLK	51.3	medium	51.49	0.5	TRUE	0.99
DOLPP1	51.38	medium	51.6	0.54	TRUE	0.98
DOPEY2	50.35	medium	50.22	0.48	TRUE	0.98
DPAGT1		non-melter		1.07	TRUE	0.43
DPEP1		non-melter		0.81	TRUE	0.36
DPF2	46.57	medium	46	0.36	TRUE	1
DPH1	50.47	medium	50.39	0.48	TRUE	0.99
DPH2	50.51	medium	50.44	0.47	TRUE	1
DPH5	52.52	medium	53.03	0.56	TRUE	0.99
DPM1	48.58	medium	48.15	0.4	TRUE	1
DPP3	51.05	medium	51.14	0.48	TRUE	1
DPP4		non-melter		0.82	TRUE	0.17
DPP8	51.17	medium	51.31	0.51	TRUE	0.84
DPP9	49.96	medium	49.69	0.45	TRUE	1
DPY19L1	50.65	medium	50.62	0.48	TRUE	1
DPY19L3	50.89	medium	50.93	0.51	TRUE	0.99
DPY19L4	51.25	medium	51.41	0.51	TRUE	0.99
DPYSL2	52.68	medium	53.26	0.54	TRUE	0.99
DQX1	50.22	medium	50.02	0.45	TRUE	1
DR1	50.89	medium	50.94	0.58	TRUE	0.96
DRAP1		non-melter		0.75	TRUE	0.74
DRG1	51.49	medium	51.78	0.5	TRUE	1
DRG2	49.62	medium	49.29	0.44	TRUE	1
DSC2	50.41	stable	50.3	0.69	TRUE	0.64
DSCC1	44.42	non-stable	43.89	0.28	TRUE	1
DSG2		non-melter		0.76	TRUE	0.68
DSN1	47.95	medium	47.43	0.39	TRUE	0.99
DST	46.86	medium	46.3	0.37	TRUE	0.98
DSTN	51.64	medium	52	0.5	TRUE	1
DTD1		non-melter		1.04	TRUE	0.17
DTL	47.78	medium	47.27	0.38	TRUE	0.99
DTNA	49.68	medium	49.35	0.45	TRUE	1
DTNB	48.44	medium	48	0.46	TRUE	0.87
DTNBP1	51.56	medium	51.9	0.52	TRUE	1
DTYMK	50.1	medium	49.87	0.46	TRUE	0.99
DUS1L	46.95	medium	46.38	0.37	TRUE	0.98
DUS2L	47.85	medium	47.34	0.38	TRUE	1
DUS3L	46.92	medium	46.36	0.37	TRUE	1
DUSP12	48.65	medium	48.21	0.41	TRUE	1
DUSP3	49.49	medium	49.14	0.44	TRUE	1
DUSP6	45.58	non-stable	44.96	0.32	TRUE	1
DUSP9	44.84	non-stable	44.26	0.28	TRUE	1
DUT	50.24	medium	50.05	0.49	TRUE	0.99
DVL1	45.37	non-stable	44.78	0.33	TRUE	0.98
DVL2	44.81	non-stable	44.17	0.29	TRUE	0.98
DYM	50.28	medium	50.11	0.46	TRUE	0.99
DYNC1H1	50.02	medium	49.78	0.45	TRUE	0.98
DYNC1I2	50.22	medium	50.02	0.47	TRUE	1
DYNC1LI1	49.88	medium	49.6	0.45	TRUE	1
DYNC1LI2	49.81	medium	49.5	0.44	TRUE	1
DYNC2LI1	46.25	non-stable	45.69	0.34	TRUE	0.99
DYNLRB1		non-melter		0.72	TRUE	0.75
DYNLT1	50.14	medium	49.91	0.45	TRUE	0.99
DYRK1A	50.1	medium	49.87	0.47	TRUE	0.99
E2F4	47.31	medium	46.74	0.36	TRUE	0.99
E2F6	45.86	non-stable	45.29	0.33	TRUE	0.99
EAF1	45.08	medium	44.5	0.49	TRUE	0.6
EAPP	48.03	medium	47.53	0.38	TRUE	0.98
EARS2	46.24	non-stable	45.66	0.34	TRUE	1
EBAG9	50.01	medium	49.77	0.59	TRUE	0.88
EBNA1BP2	52.76	medium	53.33	0.58	TRUE	0.57
EBP		non-melter		0.69	TRUE	0.56
ECD	48.73	medium	48.3	0.42	TRUE	0.99
ECE1		non-melter		0.74	TRUE	0.47
ECE2	46.2	medium	45.63	0.36	TRUE	0.99
ECH1	51.28	medium	51.46	0.49	TRUE	1
ECHDC1		non-melter		0.81	TRUE	0.17
ECHS1	51.64	medium	52.01	0.49	TRUE	0.99
ECSIT	51.94	medium	52.38	0.6	TRUE	0.97
ECT2	46.3	non-stable	45.75	0.34	TRUE	1
EDC3	48.32	medium	47.85	0.42	TRUE	0.99
EDC4	46.6	non-stable	46.03	0.33	TRUE	0.99
EDD1	44.55	non-stable	44	0.28	TRUE	0.99
EDEM1	50.87	medium	50.91	0.52	TRUE	0.99
EDEM3	51.36	medium	51.57	0.57	TRUE	0.99
EDF1		non-melter		1.06	TRUE	0.31
EEA1		non-melter		1.05	TRUE	0.31
EED	47.33	medium	46.75	0.37	TRUE	1
EEF1A1	49.89	medium	49.6	0.44	TRUE	0.99
EEF1B2	49.52	medium	49.18	0.44	TRUE	1
EEF1D	49.39	medium	49.05	0.43	TRUE	1
EEF1E1	46.79	non-stable	46.23	0.33	TRUE	1
EEF1G	49.21	medium	48.82	0.42	TRUE	1
EEF2	52.72	medium	53.29	0.57	TRUE	0.99
EEF2K	48.36	medium	47.89	0.42	TRUE	1
EEFSEC	47.53	medium	46.96	0.37	TRUE	1
EEPD1	49.24	medium	48.86	0.52	TRUE	0.96
EFHA1	50.09	medium	49.86	0.46	TRUE	1
EFHD2	50.69	medium	50.67	0.49	TRUE	1
EFNB1	50.36	stable	50.22	0.67	TRUE	0.81
EFR3A	49.6	medium	49.27	0.47	TRUE	0.98
EFTUD1	48.6	medium	48.16	0.42	TRUE	0.99
EFTUD2	51.94	medium	52.38	0.53	TRUE	0.97
EGFR	49.54	medium	49.2	0.5	TRUE	0.94
EGLN1	49.67	medium	49.35	0.54	TRUE	0.95
EHBP1	46.24	non-stable	45.68	0.33	TRUE	0.99
EHBP1L1	48.03	medium	47.53	0.41	TRUE	0.99
EHD1	49.03	medium	48.64	0.42	TRUE	1
EHD4	47.81	medium	47.31	0.38	TRUE	1
EHHADH	50.24	medium	50.04	0.46	TRUE	1
EHMT1	46.22	non-stable	45.65	0.33	TRUE	0.97
EHMT2	46.82	medium	46.25	0.4	TRUE	0.96
EI24	51.1	medium	51.2	0.51	TRUE	1
EIF1	52.39	stable	52.9	0.69	TRUE	0.93
EIF1AD	50.72	medium	50.71	0.6	TRUE	0.95
EIF1AP1	51.37	medium	51.59	0.51	TRUE	1
EIF1B	52.72	medium	53.3	0.62	TRUE	0.98
EIF2A	50.15	medium	49.93	0.45	TRUE	1
EIF2AK2	44.65	non-stable	44.04	0.27	TRUE	1
EIF2AK3	49.25	medium	48.87	0.5	TRUE	0.95
EIF2AK4	47.78	medium	47.28	0.38	TRUE	0.98
EIF2B1	52.32	medium	52.83	0.53	TRUE	1
EIF2B2	50.74	medium	50.72	0.48	TRUE	1
EIF2B3	49.45	medium	49.1	0.43	TRUE	1
EIF2B4	49.2	medium	48.81	0.42	TRUE	1
EIF2B5	49.57	medium	49.23	0.44	TRUE	1
EIF2C1	49.37	medium	49.03	0.56	TRUE	0.87
EIF2C2	49.13	medium	48.74	0.54	TRUE	0.91
EIF2C3	47.71	medium	47.19	0.44	TRUE	0.96
EIF2S1	51.7	medium	52.09	0.51	TRUE	1
EIF2S2	51.68	medium	52.07	0.51	TRUE	1
EIF2S3	51.48	medium	51.77	0.5	TRUE	1
EIF3A	49.77	medium	49.46	0.45	TRUE	1
EIF3B	48.74	medium	48.32	0.41	TRUE	1
EIF3C	48.68	medium	48.24	0.41	TRUE	1
EIF3D	48.54	medium	48.12	0.41	TRUE	0.99
EIF3E	48.21	medium	47.72	0.38	TRUE	1
EIF3F	49.22	medium	48.83	0.43	TRUE	1
EIF3G	49.33	medium	48.99	0.43	TRUE	1
EIF3H	49.7	medium	49.37	0.45	TRUE	0.99
EIF3I	48.73	medium	48.31	0.42	TRUE	1
EIF3J	51.64	medium	52.01	0.5	TRUE	1
EIF3K	51.38	medium	51.6	0.49	TRUE	1
EIF3L	51.55	medium	51.89	0.5	TRUE	1
EIF3M	49.13	medium	48.74	0.42	TRUE	1
EIF4A1	48.42	medium	47.98	0.4	TRUE	1
EIF4A2	52.31	medium	52.79	0.54	TRUE	0.98
EIF4A3	49.9	medium	49.62	0.46	TRUE	1
EIF4B		non-melter		1.03	TRUE	0.08
EIF4E	50.58	medium	50.52	0.47	TRUE	1
EIF4ENIF1	47.93	medium	47.41	0.42	TRUE	0.97
EIF4G1	47.59	medium	47.04	0.37	TRUE	0.93
EIF4G2	47.42	medium	46.86	0.37	TRUE	1
EIF4G3	47.69	medium	47.17	0.4	TRUE	0.99
EIF4H	49.47	medium	49.13	0.47	TRUE	0.99
EIF5	49.5	medium	49.16	0.43	TRUE	1
EIF5A	48.32	medium	47.85	0.4	TRUE	1
EIF5B	50.01	medium	49.77	0.48	TRUE	0.99
EIF6	52.91	medium	53.53	0.64	TRUE	0.93
ELAC1		non-melter		0.8	TRUE	0.32
ELAC2	51.48	stable	51.76	0.68	TRUE	0.89
ELAVL1	47.17	medium	46.6	0.36	TRUE	1
ELF1	44.25	non-stable	43.72	0.29	TRUE	0.99
ELL	45.6	non-stable	44.98	0.31	TRUE	1
ELL2	43.87	non-stable	43.4	0.28	TRUE	0.99
ELMO2	47.59	medium	47.04	0.37	TRUE	1
ELMOD2	51.1	medium	51.2	0.49	TRUE	1
ELOF1	53.83	stable	55.6	0.69	TRUE	0.84
ELOVL2	51.23	medium	51.38	0.52	TRUE	0.99
ELOVL5	51.33	medium	51.52	0.57	TRUE	0.99
ELOVL6	51.16	medium	51.3	0.53	TRUE	0.99
ELP2	48.47	medium	48.03	0.4	TRUE	1
ELP3	48.11	medium	47.61	0.39	TRUE	1
ELP4	48.91	medium	48.51	0.56	TRUE	0.92
EMD	49.54	medium	49.2	0.47	TRUE	0.98
EMG1	52.68	medium	53.26	0.63	TRUE	0.95
EML2	51.1	medium	51.21	0.48	TRUE	1
EML3	49.31	medium	48.97	0.45	TRUE	0.99
EML4	49.14	medium	48.75	0.42	TRUE	1
ENAH	49.7	medium	49.38	0.46	TRUE	1
ENC1	47.86	medium	47.35	0.4	TRUE	0.96
ENDOD1	51.42	medium	51.68	0.59	TRUE	0.99
ENDOG	50.14	medium	49.92	0.47	TRUE	0.99
ENO1	54.77	medium	57.37	0.63	TRUE	0.97
ENO2	52.44	stable	52.94	0.66	TRUE	0.9
ENO3	52.41	medium	52.91	0.62	TRUE	0.94
ENOPH1	48.96	medium	48.56	0.41	TRUE	0.99
ENOSF1	50.97	medium	51.04	0.57	TRUE	0.99
ENPP1		non-melter		0.79	TRUE	0.29
ENPP3		non-melter		1.01	TRUE	-0.03
ENSA	53.12	stable	54.13	0.73	TRUE	0.79
ENTPD2	49.34	medium	49	0.6	TRUE	0.79
ENTPD4	50.92	medium	50.98	0.51	TRUE	0.99
ENTPD5	51.6	medium	51.94	0.55	TRUE	1
ENTPD6	50.67	medium	50.63	0.5	TRUE	1
ENTPD7	50.73	medium	50.72	0.49	TRUE	0.99
ENY2		non-melter		0.76	TRUE	0.38
EP300	49.52	medium	49.17	0.45	TRUE	0.97
EP400	46.72	non-stable	46.15	0.34	TRUE	0.99
EPB41	50.4	medium	50.29	0.47	TRUE	1
EPB41L1	48.8	medium	48.38	0.43	TRUE	1
EPB41L2	50.59	medium	50.53	0.47	TRUE	0.98
EPB41L5	49	medium	48.61	0.45	TRUE	0.99
EPB49	49.87	medium	49.59	0.57	TRUE	0.8
EPC2	46.06	non-stable	45.47	0.33	TRUE	0.99
EPCAM		non-melter		0.78	TRUE	0.16
EPDR1		non-melter		1.06	TRUE	0.38
EPHA2	48.1	medium	47.6	0.42	TRUE	0.99
EPHB4	46.36	medium	45.8	0.4	TRUE	0.99
EPHX1		non-melter		0.75	TRUE	0.73
EPHX2	54.91	medium	57.91	0.63	TRUE	0.93
EPM2A	51.24	medium	51.4	0.51	TRUE	0.98
EPM2AIP1	49.47	medium	49.12	0.44	TRUE	0.99
EPN1	50.1	medium	49.87	0.49	TRUE	0.99
EPN2	50.84	medium	50.87	0.55	TRUE	0.96
EPPK1	49.86	medium	49.58	0.46	TRUE	0.91
EPRS	47.42	medium	46.85	0.36	TRUE	0.98
EPS15	49.46	medium	49.11	0.44	TRUE	0.99
EPS15L1	48.87	medium	48.46	0.42	TRUE	1
EPS8	48.92	medium	48.51	0.42	TRUE	0.99
EPS8L2	48.48	medium	48.04	0.4	TRUE	1
EPS8L3	47.56	medium	47	0.38	TRUE	1
ERAL1	45.63	non-stable	44.99	0.32	TRUE	1
ERAP1	50.85	medium	50.87	0.54	TRUE	0.99
ERAP2	51.85	medium	52.27	0.58	TRUE	0.99
ERBB2	45.76	non-stable	45.12	0.35	TRUE	0.97
ERBB2IP	45.83	non-stable	45.24	0.33	TRUE	0.99
ERBB3	46.96	medium	46.39	0.4	TRUE	0.97
ERC1	47.57	medium	47.02	0.38	TRUE	0.99
ERCC1	48	medium	47.49	0.39	TRUE	1
ERCC2	46.2	non-stable	45.62	0.33	TRUE	1
ERCC3	45.77	non-stable	45.14	0.32	TRUE	1
ERCC4	48.02	medium	47.51	0.44	TRUE	0.99
ERCC5	49.18	medium	48.79	0.43	TRUE	0.98
ERCC6L	45.76	non-stable	45.13	0.32	TRUE	0.99
ERCC8	51.01	medium	51.08	0.54	TRUE	0.99
ERF	44.73	non-stable	44.12	0.29	TRUE	0.98
ERGIC1	51.64	medium	52	0.54	TRUE	0.99
ERGIC2	51.32	medium	51.51	0.55	TRUE	1
ERGIC3	51.37	medium	51.58	0.54	TRUE	1
ERH		non-melter		0.74	TRUE	0.57
ERI3	51.68	medium	52.07	0.55	TRUE	1
ERICH1	47.39	medium	46.82	0.4	TRUE	0.98
ERLIN1	50.69	medium	50.66	0.48	TRUE	1
ERLIN2	50.34	medium	50.2	0.46	TRUE	1
ERMP1		non-melter		1.03	TRUE	-0.04
ERN1	48.93	medium	48.52	0.45	TRUE	0.97
ERO1L	51.76	medium	52.16	0.57	TRUE	1
ERP27	51.37	medium	51.58	0.6	TRUE	0.98
ERP29	51.45	medium	51.72	0.62	TRUE	0.96
ERRFI1	50.06	medium	49.82	0.55	TRUE	0.95
ESD	52.28	medium	52.77	0.54	TRUE	0.99
ESF1	42.25	non-stable	41.51	0.2	TRUE	1
ESPL1	48.29	medium	47.82	0.42	TRUE	0.98
ESPN	50.65	stable	50.61	0.7	TRUE	0.7
ETF1	50.31	medium	50.16	0.45	TRUE	1
ETFA	51.91	medium	52.35	0.63	TRUE	0.78
ETFB	50.94	medium	51.01	0.58	TRUE	0.86
ETFDH	52.19	medium	52.66	0.55	TRUE	0.99
ETHE1	51.8	medium	52.21	0.64	TRUE	0.93
ETNK1	50.54	medium	50.47	0.48	TRUE	1
EVI5	46.91	medium	46.35	0.38	TRUE	0.98
EVPL	47.2	medium	46.62	0.37	TRUE	1
EWSR1		non-melter		0.77	TRUE	0.29
EXDL2	47.66	medium	47.12	0.37	TRUE	1
EXOC1	48.26	medium	47.77	0.4	TRUE	1
EXOC2	48.39	medium	47.93	0.4	TRUE	1
EXOC3	47.89	medium	47.39	0.38	TRUE	0.99
EXOC4	48.14	medium	47.65	0.39	TRUE	0.99
EXOC5	47.69	medium	47.17	0.38	TRUE	0.99
EXOC6	46.49	non-stable	45.94	0.33	TRUE	1
EXOC6B	48.22	medium	47.72	0.4	TRUE	1
EXOC7	47.83	medium	47.33	0.38	TRUE	0.99
EXOC8	47.9	medium	47.39	0.38	TRUE	1
EXOG	49.93	medium	49.67	0.51	TRUE	0.98
EXOSC1	49.71	medium	49.38	0.43	TRUE	0.98
EXOSC10	43.82	non-stable	43.32	0.26	TRUE	0.99
EXOSC2	53.04	stable	53.83	0.67	TRUE	0.91
EXOSC3	51.15	medium	51.28	0.49	TRUE	0.93
EXOSC4	52.12	stable	52.57	0.67	TRUE	0.92
EXOSC5	54.74	medium	57.27	0.62	TRUE	0.78
EXOSC6	53.77	stable	55.49	0.73	TRUE	0.95
EXOSC7	61.55	stable	64.12	0.79	TRUE	0.71
EXOSC8	55.32	stable	58.64	0.65	TRUE	0.91
EXOSC9	53.3	stable	54.62	0.73	TRUE	0.86
EXT1	51.72	medium	52.11	0.6	TRUE	0.89
EXT2	50.68	medium	50.65	0.52	TRUE	1
EYA3	45.83	non-stable	45.24	0.34	TRUE	0.99
EZH2	45.85	non-stable	45.27	0.33	TRUE	0.98
EZR	51.17	medium	51.31	0.49	TRUE	1
F10	50.88	medium	50.93	0.55	TRUE	0.99
F11	50.88	medium	50.92	0.57	TRUE	0.96
F2	51.37	medium	51.58	0.57	TRUE	0.99
F5	51.51	medium	51.81	0.59	TRUE	0.97
FAAH	51.26	medium	51.43	0.54	TRUE	0.99
FABP1	51.24	medium	51.4	0.5	TRUE	0.97
FABP5	52.6	medium	53.13	0.55	TRUE	1
FADS1	49.23	medium	48.86	0.43	TRUE	1
FADS2	49.17	medium	48.78	0.44	TRUE	1
FADS3	51.04	medium	51.12	0.5	TRUE	0.99
FAF1	51.54	medium	51.87	0.52	TRUE	0.99
FAF2	48.47	medium	48.03	0.4	TRUE	1
FAH		non-melter		1.05	TRUE	0.19
FAHD1		non-melter		0.85	TRUE	0.09
FAHD2A	52.3	medium	52.78	0.61	TRUE	0.99
FAM103A1	51.72	medium	52.11	0.57	TRUE	0.99
FAM105B	48.18	medium	47.69	0.38	TRUE	1
FAM107B		non-melter		0.78	TRUE	0.47
FAM114A1	50.78	medium	50.77	0.49	TRUE	1
FAM114A2	50.26	medium	50.08	0.47	TRUE	0.99
FAM115A	47.43	medium	46.86	0.37	TRUE	1
FAM117A	50.71	medium	50.69	0.59	TRUE	0.9
FAM117B	48.72	medium	48.29	0.45	TRUE	0.98
FAM118A	46.44	non-stable	45.88	0.35	TRUE	1
FAM118B	47.94	medium	47.42	0.38	TRUE	0.99
FAM119A	51.17	medium	51.32	0.5	TRUE	1
FAM120A	49.53	medium	49.19	0.44	TRUE	0.99
FAM120C	49.11	medium	48.72	0.45	TRUE	0.99
FAM125B	49	medium	48.61	0.44	TRUE	1
FAM126A	49.53	medium	49.19	0.5	TRUE	0.98
FAM129B	50.63	medium	50.59	0.48	TRUE	1
FAM134A		non-melter		1.06	TRUE	0.27
FAM134C		non-melter		0.87	TRUE	0.35
FAM135A	49.55	medium	49.21	0.48	TRUE	0.98
FAM136A	51.52	stable	51.83	0.66	TRUE	0.82
FAM158A	49.58	medium	49.25	0.46	TRUE	0.96
FAM160A2	47.85	medium	47.34	0.41	TRUE	0.99
FAM160B1	49.95	medium	49.68	0.44	TRUE	1
FAM160B2	47.61	medium	47.08	0.36	TRUE	1
FAM162A		non-melter		1.06	TRUE	0.2
FAM164A	50.4	stable	50.29	0.68	TRUE	0.88
FAM168A	50.56	medium	50.5	0.59	TRUE	0.9
FAM169A	51.82	medium	52.23	0.52	TRUE	0.98
FAM171A1	49.29	medium	48.94	0.51	TRUE	0.95
FAM172A	49.83	medium	49.52	0.46	TRUE	1
FAM174A		non-melter		1.02	TRUE	-0.01
FAM175A	51.73	stable	52.12	0.66	TRUE	0.75
FAM175B	50.64	stable	50.6	0.7	TRUE	0.83
FAM176A	50.4	stable	50.29	0.68	TRUE	0.73
FAM177A1		non-melter		0.76	TRUE	0.24
FAM18B2	51.1	stable	51.21	0.65	TRUE	0.71
FAM20B	50.58	medium	50.52	0.48	TRUE	1
FAM21B	48.81	medium	48.39	0.51	TRUE	0.89
FAM29A	46.38	non-stable	45.82	0.35	TRUE	1
FAM36A		non-melter		0.79	TRUE	0.18
FAM3A	50.15	medium	49.93	0.48	TRUE	0.99
FAM3B	51.17	medium	51.32	0.53	TRUE	0.99
FAM3C	51.28	medium	51.45	0.59	TRUE	0.97
FAM40A	48.93	medium	48.52	0.43	TRUE	0.99
FAM44A		non-melter		0.86	TRUE	0.08
FAM44B	50.36	stable	50.23	0.65	TRUE	0.89
FAM45A	46.56	non-stable	45.99	0.34	TRUE	1
FAM48A	44.72	non-stable	44.1	0.27	TRUE	1
FAM49B	52.11	medium	52.56	0.53	TRUE	1
FAM50A	47.12	medium	46.56	0.37	TRUE	1
FAM54A	45.42	non-stable	44.83	0.3	TRUE	0.98
FAM54B	47.16	medium	46.59	0.35	TRUE	0.99
FAM62A	47.36	medium	46.78	0.37	TRUE	0.99
FAM62B	49.5	medium	49.16	0.45	TRUE	1
