well_plate,IF main antibody location,IF additional antibody location
G06_55395990,Nucleus,Nucleoli;Aggresome
H06_55395990,Vesicles,
A07_55395990,Nucleoplasm,
B07_55395990,Plasma membrane;Actin filaments,Nuclear bodies
C07_55395990,Vesicles;Cytosol,
D07_55395990,Plasma membrane,
E07_55395990,Plasma membrane,Nucleus
F07_55395990,Nucleus,
G07_55395990,Mitochondria,Nucleoplasm
H07_55395990,Nucleus,
A08_55395990,Mitochondria,Nucleus
B08_55395990,Nucleus,Nucleoli
C08_55395990,Nucleus,Nucleoli fibrillar center;Vesicles
D08_55395990,Nucleus;Vesicles,Plasma membrane
E08_55395990,Nucleus;Nucleoli,
F08_55395990,Nucleoplasm;Mitochondria,
G08_55395990,Nucleus;Nucleoli,
H08_55395990,Nucleoplasm,Cytosol
A09_55395990,Nucleoplasm,Cytosol
B09_55395990,Nucleus,
C09_55395990,Nucleus;Nucleoli,Cytosol
D09_55395990,Cytosol,
E09_55395990,Nucleus,Nucleoli;Cytosol
F09_55395990,Nucleoplasm,Vesicles;Cytosol
G09_55395990,Nucleus;Nucleoli,
H09_55395990,Nucleus,Nucleoli
A10_55395990,Nucleoplasm,Mitochondria
B10_55395990,Nucleoplasm,Nucleoli
C10_55395990,Nucleus;Vesicles,Nucleoli
D10_55395990,Nucleoli,Mitochondria
E10_55395990,Nucleus,Nucleoli
F10_55395990,Nucleoplasm,Cytosol
G10_55395990,Nucleus,Nucleoli fibrillar center
H10_55395990,Cytoplasmic bodies,
A11_55395990,Nucleus,
B11_55395990,Nucleus,
C11_55395990,Nucleus,Nuclear bodies
D11_55395990,Nuclear bodies,Nucleus;Cytosol
E11_55395990,Nucleoli,
F11_55395990,Nucleoplasm,Nuclear membrane;Cytosol
G11_55395990,Golgi apparatus,Nucleus;Nucleoplasm;Vesicles
H11_55395990,Nucleus,Nucleoli
A12_55395990,Nucleoli,Nucleus
B12_55395990,Nucleus,
C12_55395990,Nuclear bodies,
D12_55395990,Nucleoplasm,
E12_55395990,Nucleoplasm;Nuclear membrane;Vesicles,
F12_55395990,Intermediate filaments,Actin filaments;Cytosol
G12_55395990,Nucleoplasm;Nuclear bodies,Aggresome
A01_55405991,Intermediate filaments,
B01_55405991,Cytosol,Microtubule organizing center
C01_55405991,Cytosol,
D01_55405991,Nucleus;Nucleoli;Nuclear bodies,
E01_55405991,Nucleoplasm;Cytosol,Microtubule organizing center
F01_55405991,Cytosol,Plasma membrane
G01_55405991,Nucleus;Nucleoli,Cytosol
H01_55405991,Nucleoplasm;Cytosol,
A02_55405991,Nucleoplasm,
B02_55405991,Nuclear bodies,Nucleoplasm;Intermediate filaments;Focal adhesion sites
C02_55405991,Mitochondria,
D02_55405991,Cytosol,
E02_55405991,Nucleus,Golgi apparatus;Cell Junctions
F02_55405991,Mitochondria,
G02_55405991,Nucleoplasm,
H02_55405991,Cytosol,
A03_55405991,Cytosol,Nucleoplasm
B03_55405991,Nucleus;Nucleoli;Cytosol,
C03_55405991,Mitochondria,
D03_55405991,Cytosol,Nucleoli
E03_55405991,Plasma membrane,Nucleus;Cytosol
F03_55405991,Nucleoplasm,Cytosol
G03_55405991,Nucleoplasm,Cytosol
H03_55405991,Nucleoplasm,Cytosol
A04_55405991,Mitochondria,
B04_55405991,Mitochondria,
C04_55405991,Microtubules;Centrosome,
D04_55405991,Mitochondria,
E04_55405991,Nucleoplasm,
F04_55405991,Nucleoplasm,Nuclear bodies;Cytosol
G04_55405991,Nucleus,Nucleoli
H04_55405991,Nucleoli,Nucleus;Cytosol
A05_55405991,Plasma membrane;Cytosol,
B05_55405991,Nucleoplasm;Nucleoli,
C05_55405991,Nucleoplasm,Actin filaments
D05_55405991,Nucleoli;Endoplasmic reticulum;Cytosol,
E05_55405991,Nucleoplasm,
F05_55405991,Nucleoli,Nucleus
G05_55405991,Mitochondria,
H05_55405991,Nucleus,
A06_55405991,Golgi apparatus,Mitochondria
B06_55405991,Nucleoplasm,Nuclear bodies;Cytosol
C06_55405991,Plasma membrane;Cytosol,
D06_55405991,Nucleus,Nucleoli
E06_55405991,Nucleoplasm;Cytosol,
F06_55405991,Nucleoplasm,
G06_55405991,Nucleus,Vesicles
H06_55405991,Nuclear membrane,Vesicles;Aggresome;Cytosol
A07_55405991,Nucleus,Nucleoli
B07_55405991,Nucleoplasm,
C07_55405991,Nucleoplasm,Plasma membrane
D07_55405991,Nucleus;Nucleoli,Cytosol
E07_55405991,Mitochondria,Nucleus
F07_55405991,Nucleoplasm,Golgi apparatus
G07_55405991,Cytosol,
H07_55405991,Nucleoli,Vesicles
A08_55405991,Nucleoli,Nucleus
B08_55405991,Nucleoli,Nucleus
C08_55405991,Cytosol,
D08_55405991,Nucleus,Nucleoli
E08_55405991,Nucleoli,Nucleus;Vesicles
F08_55405991,Nucleoplasm;Vesicles,Nuclear bodies
G08_55405991,Endoplasmic reticulum,
H08_55405991,Mitochondria,
A09_55405991,Nucleoplasm,Intermediate filaments
B09_55405991,Vesicles;Intermediate filaments,
C09_55405991,Nucleoplasm,Golgi apparatus;Vesicles;Plasma membrane
D09_55405991,Plasma membrane,Vesicles
E09_55405991,Mitochondria,Nucleus
F09_55405991,Focal adhesion sites,Intermediate filaments
G09_55405991,Nucleoplasm,Golgi apparatus;Plasma membrane
H09_55405991,Vesicles,Nucleoplasm
A10_55405991,Plasma membrane;Centrosome,Vesicles;Cell Junctions;Cytosol
B10_55405991,Mitochondria,
C10_55405991,Nucleoplasm,
D10_55405991,Plasma membrane;Cytosol,
E10_55405991,Nucleoli,
F10_55405991,Plasma membrane;Cytosol,
G10_55405991,Nuclear bodies,
H10_55405991,Nucleoplasm;Cytosol,
A11_55405991,Endoplasmic reticulum,
B11_55405991,Vesicles,
C11_55405991,Nucleus;Nucleoli,Microtubule organizing center
D11_55405991,Nuclear speckles;Cytosol,
E11_55405991,Nuclear membrane,
F11_55405991,Nucleoplasm,
G11_55405991,Intermediate filaments,
H11_55405991,Plasma membrane,
A12_55405991,Nucleoplasm;Vesicles,Cytosol
B12_55405991,Mitochondria,
C12_55405991,Intermediate filaments,
D12_55405991,Mitochondria,
E12_55405991,Lipid droplets,
F12_55405991,Intermediate filaments,
G12_55405991,Nucleus;Vesicles,
A01_75836284,Plasma membrane;Cytosol,
B01_75836284,Nucleoplasm,
C01_75836284,Nucleoplasm;Nucleoli;Mitochondria,
D01_75836284,Nucleus,
E01_75836284,Mitochondria,Nucleoplasm
F01_75836284,Endoplasmic reticulum,Nucleoplasm
G01_75836284,Nucleoplasm,Mitochondria
H01_75836284,Vesicles,Nucleoplasm
A02_75836284,Cytosol,Nucleoplasm
B02_75836284,Nucleoplasm,Cytosol
C02_75836284,Nucleoplasm,Nuclear bodies;Cytosol
D02_75836284,Cytosol,Nucleoplasm
E02_75836284,Cytosol,Nucleus;Nuclear membrane;Nucleoli
F02_75836284,Nucleoplasm,Cytosol
G02_75836284,Nucleus,
H02_75836284,Nucleoplasm;Vesicles;Cytosol,
A03_75836284,Vesicles,
B03_75836284,Mitochondria,Vesicles
C03_75836284,Nucleoli,
D03_75836284,Endoplasmic reticulum,
E03_75836284,Vesicles,
F03_75836284,Centrosome;Cytosol,
G03_75836284,Nuclear speckles,Intermediate filaments
H03_75836284,Nucleoli,Nucleus
A04_75836284,Intermediate filaments,
B04_75836284,Mitochondria,
C04_75836284,Cytosol,
D04_75836284,Actin filaments,
E04_75836284,Nuclear speckles;Vesicles,
F04_75836284,Nucleus,
G04_75836284,Nucleoplasm;Cytosol,
H04_75836284,Cytosol,
A05_75836284,Nuclear speckles,
B05_75836284,Cytosol,Nucleoplasm
C05_75836284,Nuclear speckles;Vesicles,Midbody
D05_75836284,Nucleus;Nuclear bodies,Cytosol
E05_75836284,Nucleoli;Mitochondria,Nucleus
F05_75836284,Cell Junctions,
G05_75836284,Nucleoplasm,Midbody
H05_75836284,Mitochondria,
A06_75836284,Vesicles,
B06_75836284,Microtubules;Cytokinetic bridge;Mitotic spindle,
C06_75836284,Plasma membrane,
D06_75836284,Vesicles;Plasma membrane,
E06_75836284,Nuclear bodies,Cytosol
F06_75836284,Nucleus;Nucleoli,
G06_75836284,Cytosol,
H06_75836284,Nucleoli,Nucleus
A07_75836284,Vesicles,
B07_75836284,Cytosol,
C07_75836284,Cytosol,
D07_75836284,Plasma membrane,
E07_75836284,Cytosol,Golgi apparatus
F07_75836284,Golgi apparatus,
G07_75836284,Vesicles,
H07_75836284,Plasma membrane;Cytosol,
A08_75836284,Intermediate filaments,
B08_75836284,Vesicles,Microtubules
C08_75836284,Midbody ring,
D08_75836284,Nuclear bodies,Nucleoplasm
E08_75836284,Nucleus,
F08_75836284,Golgi apparatus,Cytosol
G08_75836284,Midbody,
H08_75836284,Nucleoplasm,Cytosol
A09_75836284,Cytosol,
B09_75836284,Cytosol,Nucleoplasm
C09_75836284,Plasma membrane;Actin filaments,
D09_75836284,Vesicles,
E09_75836284,Nucleoplasm,Intermediate filaments;Cytosol
F09_75836284,Cytosol,
G09_75836284,Nucleoplasm;Cytosol,Plasma membrane
H09_75836284,Nucleoplasm;Cytosol,Nucleoli fibrillar center
A10_75836284,Mitochondria,
B10_75836284,Nuclear speckles,Cytosol
C10_75836284,Nucleoli,Nucleus
D10_75836284,Vesicles,
E10_75836284,Intermediate filaments;Actin filaments;Cytosol,
F10_75836284,Nucleoplasm,
G10_75836284,Mitochondria,Nucleus;Nucleoli
H10_75836284,Nucleus,Nucleoli
A11_75836284,Nucleus;Nuclear bodies,
B11_75836284,Nucleoli,Cytosol
C11_75836284,Nucleoplasm,Vesicles;Cytosol
D11_75836284,Vesicles,Cytosol
E11_75836284,Cytosol,
F11_75836284,Cell Junctions,Midbody ring;Microtubule organizing center;Cytosol
G11_75836284,Midbody ring;Cytosol,
H11_75836284,Mitochondria,Vesicles;Intermediate filaments
A12_75836284,Vesicles;Plasma membrane;Cytosol,
B12_75836284,Nucleoplasm;Vesicles,Plasma membrane;Midbody;Cytosol
C12_75836284,Endoplasmic reticulum,
D12_75836284,Microtubule organizing center;Cytosol,
E12_75836284,Intermediate filaments,
F12_75836284,Nucleus,Midbody;Cytosol
G12_75836284,Nucleoli fibrillar center;Golgi apparatus,
A01_75846286,Nucleus,
B01_75846286,Nucleoplasm,
C01_75846286,Cytosol,
D01_75846286,Nucleoli fibrillar center,
E01_75846286,Cell Junctions,
F01_75846286,Nucleoplasm,Midbody ring
G01_75846286,Cytosol,
H01_75846286,Vesicles,
A02_75846286,Mitochondria,
B02_75846286,Nucleoli,Nucleus;Cytosol
C02_75846286,Golgi apparatus,
D02_75846286,Nucleoplasm;Golgi apparatus,Vesicles
E02_75846286,Plasma membrane;Cell Junctions;Actin filaments,
F02_75846286,Nucleus,
G02_75846286,Nucleus,
H02_75846286,Nucleoplasm;Nuclear bodies,
A03_75846286,Nucleoplasm,
B03_75846286,Midbody ring,Intermediate filaments;Centrosome
C03_75846286,Endoplasmic reticulum,
D03_75846286,Plasma membrane;Cytosol,
E03_75846286,Nucleus,
F03_75846286,Nucleus,
G03_75846286,Nucleoli,Nucleus
H03_75846286,Nucleoplasm,Nucleoli
A04_75846286,Vesicles;Cytosol,
B04_75846286,Nucleoplasm,Midbody ring
C04_75846286,Nucleus,Cytosol
D04_75846286,Nucleus,Nucleoli;Vesicles
E04_75846286,Golgi apparatus;Vesicles,
F04_75846286,Mitochondria,
G04_75846286,Nucleoplasm,Nucleoli
H04_75846286,Nucleoplasm,
A05_75846286,Plasma membrane,
B05_75846286,Nucleus;Nucleoli,
C05_75846286,Nucleoli;Plasma membrane,Midbody;Centrosome
D05_75846286,Nucleus,Nucleoli;Mitochondria
E05_75846286,Nuclear bodies;Plasma membrane;Cytosol,
F05_75846286,Nucleoli fibrillar center;Cytosol,Mitochondria
G05_75846286,Nucleoplasm,Nucleoli
H05_75846286,Cell Junctions,
A06_75846286,Golgi apparatus;Cytosol,Nucleus
B06_75846286,Cytosol,
C06_75846286,Cytosol,
D06_75846286,Nuclear speckles,Cytosol
E06_75846286,Vesicles,Mitotic spindle
F06_75846286,Nucleoplasm;Nucleoli fibrillar center,Intermediate filaments
G06_75846286,Cytosol,
H06_75846286,Cytosol,
A07_75846286,Nucleoplasm;Cytosol,
B07_75846286,Nucleus;Cytosol,Nucleoli
A01_6717,Nucleoplasm,
B01_6717,Nucleoplasm,
C01_6717,Nucleoli fibrillar center;Cytosol,Cell Junctions
D01_6717,Cytosol,Nucleoplasm
E01_6717,,
F01_6717,Intermediate filaments;Rods & Rings,
G01_6717,Nucleoplasm;Nuclear bodies,Cytosol
H01_6717,Nucleoplasm,
A02_6717,,
B02_6717,Endoplasmic reticulum;Cytosol,Nucleoplasm
C02_6717,Cytosol,Nucleoplasm
D02_6717,Cytosol,Nucleoplasm
E02_6717,Nucleoplasm,Vesicles;Cytosol
F02_6717,Nucleoplasm;Nuclear bodies,Microtubule ends
G02_6717,Mitochondria,Nucleoplasm
H02_6717,Mitochondria,
A03_6717,Mitochondria,Cytosol
B03_6717,Golgi apparatus,Nucleoplasm
C03_6717,Cytosol,Nucleoplasm;Nucleoli
D03_6717,Cytosol,Vesicles
E03_6717,Vesicles,
F03_6717,Cytosol,
G03_6717,Vesicles,
H03_6717,Nucleoplasm,Cytosol
A04_6717,Mitochondria,
B04_6717,Cytosol,
C04_6717,Cytosol,Nucleoplasm
D04_6717,Vesicles,
E04_6717,Plasma membrane,Nucleoplasm;Vesicles;Cytosol
F04_6717,Cytosol,
G04_6717,Endoplasmic reticulum,Vesicles
H04_6717,Nucleoplasm,Cytosol
A05_6717,Nucleoplasm;Cytosol,Nuclear bodies
B05_6717,Nucleoplasm,Golgi apparatus
C05_6717,Nucleoplasm,Nucleoli
D05_6717,Nucleoplasm,
E05_6717,Nucleoplasm,Cytosol
F05_6717,Nucleoli,
G05_6717,Cytosol,
H05_6717,Nucleoplasm,
A06_6717,Nucleoli,Cytokinetic bridge
B06_6717,Nucleoplasm,Nucleoli
C06_6717,Nucleoli;Cytosol,
D06_6717,Nucleoplasm,Nucleoli
E06_6717,Golgi apparatus,
F06_6717,Nucleoplasm,
G06_6717,Golgi apparatus,Cytosol
H06_6717,Intermediate filaments,
A07_6717,Plasma membrane,Nucleoplasm
B07_6717,Plasma membrane,
C07_6717,Cytosol,Nucleoli;Golgi apparatus
D07_6717,Vesicles,
E07_6717,Nucleoplasm;Plasma membrane,
F07_6717,Nucleoplasm,
G07_6717,Cytosol,Actin filaments
H07_6717,Nucleoplasm,Vesicles
A08_6717,Golgi apparatus,
B08_6717,Nucleoplasm,
C08_6717,Nucleoplasm,
D08_6717,Nucleoplasm,Cytosol
E08_6717,Nucleoplasm,
F08_6717,Plasma membrane,Aggresome
G08_6717,Mitochondria,
H08_6717,Plasma membrane;Cytosol,Nuclear membrane;Vesicles
A09_6717,Nucleoli,Nucleoplasm;Cytosol
B09_6717,Nucleoli,Vesicles;Mitochondria
C09_6717,Endoplasmic reticulum,
D09_6717,Nucleoplasm,
E09_6717,Nucleoli,Nucleoplasm
F09_6717,Plasma membrane,Nuclear bodies
G09_6717,Mitochondria;Cytosol,
H09_6717,Nucleoplasm,Nucleoli
A10_6717,Nucleoplasm,Cell Junctions;Cytokinetic bridge
B10_6717,Endoplasmic reticulum;Cytosol,
C10_6717,Nucleoplasm;Nucleoli,
D10_6717,Nuclear speckles,Centrosome;Cytosol
E10_6717,Endoplasmic reticulum;Vesicles,
F10_6717,Nuclear bodies,Nucleoplasm
G10_6717,Nucleoplasm,Nucleoli
H10_6717,Nucleoplasm;Plasma membrane,
A11_6717,Nucleoplasm,Cytosol
B11_6717,Nucleoplasm;Mitochondria,Nucleoli;Plasma membrane
C11_6717,Mitochondria,Nucleoli
D11_6717,Nucleoplasm,Cytosol
E11_6717,Nucleoli,
F11_6717,Vesicles,
G11_6717,Nucleoli,Vesicles;Plasma membrane;Cytosol
H11_6717,Nucleoplasm;Mitotic chromosome,
A12_6717,Nucleoplasm,Nucleoli;Nuclear speckles
B12_6717,Nucleoplasm,
C12_6717,Nucleoplasm,Nucleoli
D12_6717,Nucleoli fibrillar center;Vesicles,Nucleoplasm;Mitotic chromosome;Cytosol
E12_6717,,
F12_6717,Plasma membrane;Cytosol,
G12_6717,Nucleoplasm;Cytokinetic bridge;Cytosol,
A01_6718,Nucleoplasm,
B01_6718,Plasma membrane,
C01_6718,Nucleoplasm,Nucleoli
D01_6718,Nucleoplasm,Cytosol
E01_6718,Vesicles,
F01_6718,,
G01_6718,,
H01_6718,Plasma membrane,Rods & Rings
A02_6718,Mitochondria,
B02_6718,Nuclear membrane,
C02_6718,Nucleoli,Nucleoplasm
D02_6718,Nucleoli,Nucleoplasm;Vesicles
E02_6718,Mitochondria,
F02_6718,Mitochondria,Nucleoplasm;Centrosome
G02_6718,Cytosol,Nucleoplasm;Nuclear bodies
H02_6718,Nuclear bodies,
A03_6718,Nucleoplasm,
B03_6718,Nuclear membrane;Vesicles,
C03_6718,Nucleoli,
D03_6718,Nucleoplasm;Cytosol,
E03_6718,Plasma membrane;Cytosol,
F03_6718,Vesicles,Nucleoplasm
G03_6718,Endoplasmic reticulum,
H03_6718,Golgi apparatus,Nucleoplasm
A04_6718,Cell Junctions,Cytoplasmic bodies
B04_6718,Nucleoplasm,
C04_6718,Nucleoplasm,Cytosol
D04_6718,Nucleoli,Intermediate filaments
E04_6718,Nucleoplasm,
F04_6718,Mitochondria,
G04_6718,Plasma membrane;Cytosol,Nucleoplasm;Golgi apparatus
H04_6718,Cytosol,Plasma membrane
A05_6718,Cytosol,Nucleoplasm;Plasma membrane
B05_6718,Cytosol,Nuclear bodies
C05_6718,Nucleoplasm,
D05_6718,Nucleoplasm,Aggresome;Cytosol
E05_6718,Mitochondria,Nucleoplasm
F05_6718,Nucleoplasm,Cell Junctions
G05_6718,Golgi apparatus,Vesicles
H05_6718,Nucleoplasm,Cytosol
A06_6718,Microtubules;Cytosol,Nucleoplasm
B06_6718,Vesicles,Cytosol
C06_6718,Nucleoplasm,
D06_6718,Nucleoplasm,Vesicles;Cytokinetic bridge
E06_6718,Nucleoplasm,Vesicles;Cytosol
F06_6718,Centrosome,Nucleoplasm;Mitotic chromosome
G06_6718,Nucleoplasm,Nuclear bodies;Plasma membrane
H06_6718,Nuclear bodies;Mitochondria,Cytosol
A07_6718,Nucleoplasm,
B07_6718,Nucleoplasm,
C07_6718,Intermediate filaments,
D07_6718,Nuclear speckles,
E07_6718,Nucleoplasm,
F07_6718,Nucleoplasm,
G07_6718,Nucleoli,Nucleoplasm
H07_6718,Nucleoplasm,
A08_6718,Nucleoplasm;Nucleoli,Microtubules;Cytosol
B08_6718,Vesicles;Mitochondria,
C08_6718,Nucleoplasm;Plasma membrane,
D08_6718,Nucleoplasm,Nucleoli fibrillar center
E08_6718,Golgi apparatus;Vesicles,
F08_6718,Nucleoplasm,
G08_6718,Nucleoli,Mitotic chromosome;Actin filaments
H08_6718,Nucleoplasm,Cell Junctions
A09_6718,Plasma membrane;Cell Junctions,Cytosol
B09_6718,Microtubules,Vesicles
C09_6718,Nuclear bodies,Nucleoplasm;Midbody
D09_6718,Nucleoli,Nucleoplasm
E09_6718,Plasma membrane,Nucleoplasm;Nuclear bodies
F09_6718,Golgi apparatus,
G09_6718,Plasma membrane;Cytosol,Nucleoli
H09_6718,Nucleoplasm,Cytosol
A10_6718,Mitochondria,
B10_6718,Nucleoplasm,
C10_6718,Nucleoplasm,Centrosome;Cytosol
D10_6718,Cytosol,
E10_6718,Vesicles,
F10_6718,Nucleoplasm,Centrosome
G10_6718,Plasma membrane,
H10_6718,Nucleoplasm;Plasma membrane,Vesicles;Mitochondria;Cytosol
A11_6718,Cytosol,Vesicles;Centrosome
B11_6718,Nucleoplasm,Nuclear bodies
C11_6718,Golgi apparatus,
D11_6718,,
E11_6718,Nucleoplasm,
F11_6718,Nuclear bodies,
G11_6718,Nucleoplasm,Cytosol
H11_6718,Nucleoplasm;Nuclear bodies,
A12_6718,Plasma membrane;Cytosol,
B12_6718,Golgi apparatus,Cytosol
C12_6718,Cytosol,Nucleoli
D12_6718,Plasma membrane,
E12_6718,Plasma membrane,Centriolar satellite
F12_6718,Cytosol,
G12_6718,Cytosol,
A01_6719,Plasma membrane,Cytosol
B01_6719,Plasma membrane,Nucleoplasm
C01_6719,Nuclear bodies,Nucleoplasm
D01_6719,Cytosol,
E01_6719,Nucleoplasm,Nuclear bodies
F01_6719,Cytosol,
G01_6719,Nucleoplasm,Nuclear bodies;Cytosol
H01_6719,Cell Junctions,Nucleoplasm;Vesicles
A02_6719,Cytosol,
B02_6719,Nucleoplasm,
C02_6719,Cytosol,
D02_6719,Nucleoplasm;Cytosol,Nucleoli;Golgi apparatus
E02_6719,Cytosol,Nuclear speckles
F02_6719,Intermediate filaments,
G02_6719,Plasma membrane;Centrosome,Cytosol
H02_6719,Cytosol,
A03_6719,Golgi apparatus,
B03_6719,Endoplasmic reticulum,Golgi apparatus
C03_6719,Nuclear speckles,Centrosome
D03_6719,Nucleoplasm,Nucleoli;Vesicles
E03_6719,Vesicles,Microtubules
F03_6719,Actin filaments,
G03_6719,Mitochondria,Nucleoplasm
H03_6719,Nucleoplasm,Vesicles
A04_6719,Nucleoplasm;Nuclear bodies,Nucleoli;Cytosol
B04_6719,Cytosol,Centriolar satellite
C04_6719,Centrosome,Nucleoli;Plasma membrane
D04_6719,Cytosol,Nucleoplasm
E04_6719,Vesicles,Cytosol
F04_6719,Nucleoli,Nucleoplasm
G04_6719,Cytosol,Nucleoplasm
H04_6719,Nucleoplasm,Cytosol
A05_6719,Cytosol,
B05_6719,Nucleoli,Nucleoplasm
C05_6719,Nucleoli,Nucleoplasm
D05_6719,Vesicles,
E05_6719,Nuclear speckles,Nuclear membrane;Mitochondria;Cytosol
F05_6719,Nucleoplasm;Nucleoli,
G05_6719,Nucleoli,Mitotic chromosome
H05_6719,Plasma membrane,Nucleoplasm
A06_6719,Nucleoplasm;Nucleoli,Cytosol
B06_6719,Nucleoplasm;Nuclear bodies,
C06_6719,Nucleoplasm,Vesicles
D06_6719,Nucleoplasm;Cytosol,Vesicles
E06_6719,Cytosol,
F06_6719,Nuclear bodies,
G06_6719,Endoplasmic reticulum,
H06_6719,Nucleoli,Mitotic chromosome;Actin filaments
A07_6719,Intermediate filaments,
B07_6719,Cytosol,Golgi apparatus;Plasma membrane
C07_6719,Vesicles,
D07_6719,Vesicles,
E07_6719,Vesicles,
F07_6719,,
G07_6719,Plasma membrane,Nucleoplasm;Cytosol
H07_6719,Mitochondria,
A08_6719,Golgi apparatus,Nucleoplasm;Cytosol
B08_6719,Intermediate filaments,
C08_6719,Vesicles,
D08_6719,Nucleoplasm;Nucleoli,
E08_6719,Mitochondria,
F08_6719,Plasma membrane,Nucleoli
G08_6719,Nucleoplasm,Cytosol
H08_6719,Plasma membrane;Actin filaments;Focal adhesion sites,
A09_6719,Nucleoplasm,
B09_6719,Actin filaments,
C09_6719,Vesicles,
D09_6719,Vesicles,
E09_6719,Lipid droplets,Nucleoplasm
F09_6719,Nucleoplasm,Cytosol
G09_6719,Nucleoplasm,Nucleoli
H09_6719,Nucleoli,Nucleoplasm
A10_6719,Nucleoplasm;Nuclear membrane,
B10_6719,Vesicles,Cytosol
C10_6719,Plasma membrane;Cytosol,
D10_6719,Cytosol,
E10_6719,Nucleoli,Nucleoplasm;Cytosol
F10_6719,Actin filaments,Plasma membrane
G10_6719,Golgi apparatus,Cytosol
H10_6719,Nucleoplasm,Nucleoli
A11_6719,Lipid droplets,
B11_6719,Nucleoplasm;Plasma membrane,
C11_6719,,
D11_6719,Cytosol,
E11_6719,Nucleoplasm,Golgi apparatus
F11_6719,Nucleoplasm;Vesicles,Nuclear bodies
G11_6719,Endoplasmic reticulum,
H11_6719,Golgi apparatus,Vesicles
A12_6719,Plasma membrane,Nucleoplasm;Nuclear membrane
B12_6719,Nucleoplasm,Mitochondria
C12_6719,Plasma membrane,Nuclear bodies
D12_6719,Nucleoplasm,Mitochondria
E12_6719,Cytosol,Nucleoplasm
F12_6719,Vesicles,Plasma membrane;Cytosol
G12_6719,Lipid droplets,
A01_6720,Mitochondria,
B01_6720,Nucleoplasm;Cytosol,Vesicles
C01_6720,Nucleoplasm,Cytosol
D01_6720,Mitochondria,Nucleoplasm;Nucleoli
E01_6720,Microtubules;Cytosol,
F01_6720,Cytosol,Nucleoplasm
G01_6720,Nucleoplasm;Mitochondria,Nucleoli;Cytosol
H01_6720,Mitochondria;Cytosol,
A02_6720,Nucleoplasm,
B02_6720,Plasma membrane;Cytosol,
C02_6720,Nuclear speckles;Centriolar satellite;Cytosol,
D02_6720,Nuclear bodies,Nucleoplasm
E02_6720,Cytosol,Nucleoplasm
F02_6720,Intermediate filaments,
G02_6720,Nucleoplasm;Cytosol,
H02_6720,Nucleoli;Cytosol,
A03_6720,Nucleoplasm;Nucleoli,Cytosol
B03_6720,Nucleoplasm,Nuclear bodies;Vesicles
C03_6720,Nucleoplasm,Nucleoli
D03_6720,Nucleoplasm,Nuclear bodies;Cytosol
E03_6720,Nucleoplasm,
F03_6720,Nucleoplasm,Nuclear bodies
G03_6720,Cytosol,Golgi apparatus
H03_6720,Cytosol,Nucleoplasm
A04_6720,Nucleoplasm,Nuclear bodies
B04_6720,Nuclear speckles,Cytoplasmic bodies
C04_6720,Peroxisomes,
D04_6720,Vesicles,Nucleoplasm;Cytosol
E04_6720,Nucleoplasm;Nuclear bodies,Vesicles;Actin filaments
F04_6720,Nucleoli,Nuclear bodies
G04_6720,Nucleoplasm;Plasma membrane,Nuclear membrane;Nuclear bodies
H04_6720,Nucleoli fibrillar center,
A05_6720,Plasma membrane,Vesicles
B05_6720,Nucleoplasm,Vesicles
C05_6720,Nucleoplasm,Cytosol
D05_6720,Nucleoli,Nucleoplasm;Nuclear membrane;Cytosol
E05_6720,Nucleoli,
F05_6720,Nuclear speckles,Actin filaments
G05_6720,Nucleoplasm,Cytosol
H05_6720,Centrosome;Cytosol,
A06_6720,Mitochondria,
B06_6720,Cytosol,
C06_6720,Nucleoplasm;Nuclear bodies,
D06_6720,Plasma membrane;Cytosol,
E06_6720,Nucleoplasm;Vesicles,
F06_6720,Plasma membrane,
G06_6720,Nucleoli,Plasma membrane
H06_6720,Nucleoplasm,
A07_6720,Mitochondria,
B07_6720,Plasma membrane,Focal adhesion sites
C07_6720,Nucleoplasm,
D07_6720,Actin filaments,
E07_6720,Cytosol,Intermediate filaments
F07_6720,Cytosol,
G07_6720,Nucleoli,Golgi apparatus;Cytosol
H07_6720,Cytosol,Nucleoplasm
A08_6720,Nucleoplasm,Cytosol
B08_6720,Mitochondria,Nucleoplasm
C08_6720,Nuclear bodies,Nucleoplasm;Cytosol
D08_6720,Cytosol,Nucleoplasm
E08_6720,Nucleoplasm,Cytosol
F08_6720,Focal adhesion sites;Cytosol,Plasma membrane
G08_6720,Nucleoplasm,Vesicles
H08_6720,Nucleoplasm;Cytosol,Vesicles
A09_6720,Nucleoplasm,
B09_6720,Nucleoplasm;Nucleoli,Cytosol
C09_6720,Cytosol,Plasma membrane
D09_6720,Nucleoplasm,Cytosol
E09_6720,Mitochondria,Nucleoplasm
F09_6720,Vesicles,
G09_6720,Nucleoplasm,
H09_6720,Vesicles,
A10_6720,Mitochondria,
B10_6720,Mitochondria,
C10_6720,Nuclear membrane,Vesicles;Aggresome;Cytosol
D10_6720,Nucleoplasm,
E10_6720,Mitochondria,
F10_6720,Mitochondria,
G10_6720,Nucleoplasm,Nucleoli
H10_6720,Nucleoplasm,Nuclear membrane
A11_6720,Nucleoplasm,Nucleoli;Nuclear bodies;Cytosol
B11_6720,Nucleoplasm,
C11_6720,Nucleoplasm,
D11_6720,Nucleoplasm,Nucleoli fibrillar center;Centrosome
